sn	ses	run	trial	object	n_cubes	stimulus_type	task_version	scaffold	rotation_speed	start_orientation	angle	same_mirror	stim_dur_ms	isi_ms	iti_ms	trial_dur_ms	start_time	end_time	has_rest_after	rest_after_ms	order_1	stim1_name	stim2_name	condition	show_feedback	feedback_dur_ms
sub-01	1	8	21	100	11	novel_test	passive	none	0	0	150	same	3000	1000	500	8000	165000	173000	False	0	1	polycubes_stim100_2_3_4_2.obj	polycubes_stim100_2_3_4_2.obj	ordered	True	500
sub-01	1	8	22	191	12	novel_test	passive	none	0	0	0	same	3000	1000	500	8000	173000	181000	False	0	1	polycubes_stim191_4_4_2_2.obj	polycubes_stim191_4_4_2_2.obj	ordered	True	500
sub-01	1	8	23	165	12	trained_shared	passive	none	0	0	0	mirror	3000	1000	500	8000	181000	189000	False	0	1	polycubes_stim165_3_4_3_2.obj	polycubes_stim165_3_4_3_2.obj	ordered	True	500
sub-01	1	8	24	105	12	trained_shared	passive	none	0	0	150	mirror	3000	1000	500	8000	189000	197000	False	0	1	polycubes_stim105_4_2_3_3.obj	polycubes_stim105_4_2_3_3.obj	ordered	True	500
sub-01	1	8	25	69	11	trained_shared	passive	none	0	0	150	mirror	3000	1000	500	8000	197000	205000	False	0	1	polycubes_stim69_3_2_2_4.obj	polycubes_stim69_3_2_2_4.obj	ordered	True	500
sub-01	1	8	26	181	12	trained_shared	passive	none	0	0	0	same	3000	1000	500	8000	205000	213000	False	0	1	polycubes_stim181_4_2_3_3.obj	polycubes_stim181_4_2_3_3.obj	ordered	True	500
sub-01	1	8	27	35	10	trained_shared	passive	none	0	0	0	same	3000	1000	500	8000	213000	221000	False	0	1	polycubes_stim35_2_3_2_3.obj	polycubes_stim35_2_3_2_3.obj	ordered	True	500
sub-01	1	8	28	168	12	novel_test	passive	none	0	0	100	mirror	3000	1000	500	8000	221000	229000	False	0	1	polycubes_stim168_3_4_2_3.obj	polycubes_stim168_3_4_2_3.obj	ordered	True	500
sub-01	1	8	29	121	12	novel_test	passive	none	0	0	150	mirror	3000	1000	500	8000	229000	237000	False	0	1	polycubes_stim121_4_2_4_2.obj	polycubes_stim121_4_2_4_2.obj	ordered	True	500
sub-01	1	8	30	50	10	trained_shared	passive	none	0	0	150	same	3000	1000	500	8000	237000	245000	False	0	1	polycubes_stim50_2_2_4_2.obj	polycubes_stim50_2_2_4_2.obj	ordered	True	500
sub-01	1	8	31	183	12	novel_test	passive	none	0	0	50	same	3000	1000	500	8000	245000	253000	False	0	1	polycubes_stim183_2_4_3_3.obj	polycubes_stim183_2_4_3_3.obj	ordered	True	500
sub-01	1	8	32	168	12	novel_test	passive	none	0	0	0	same	3000	1000	500	8000	253000	261000	False	0	1	polycubes_stim168_3_4_2_3.obj	polycubes_stim168_3_4_2_3.obj	ordered	True	500
sub-01	1	8	33	69	11	trained_shared	passive	none	0	0	150	mirror	3000	1000	500	8000	261000	269000	False	0	1	polycubes_stim69_3_2_2_4.obj	polycubes_stim69_3_2_2_4.obj	ordered	True	500
sub-01	1	8	34	170	12	novel_test	passive	none	0	0	100	mirror	3000	1000	500	8000	269000	277000	False	0	1	polycubes_stim170_2_4_4_2.obj	polycubes_stim170_2_4_4_2.obj	ordered	True	500
sub-01	1	8	35	121	12	novel_test	passive	none	0	0	150	same	3000	1000	500	8000	277000	285000	False	0	1	polycubes_stim121_4_2_4_2.obj	polycubes_stim121_4_2_4_2.obj	ordered	True	500
sub-01	1	8	36	102	11	trained_shared	passive	none	0	0	150	same	3000	1000	500	8000	285000	293000	False	0	1	polycubes_stim102_4_2_3_2.obj	polycubes_stim102_4_2_3_2.obj	ordered	True	500
sub-01	1	8	37	102	11	trained_shared	passive	none	0	0	150	same	3000	1000	500	8000	293000	301000	False	0	1	polycubes_stim102_4_2_3_2.obj	polycubes_stim102_4_2_3_2.obj	ordered	True	500
sub-01	1	8	38	146	11	novel_test	passive	none	0	0	0	mirror	3000	1000	500	8000	301000	309000	False	0	1	polycubes_stim146_2_4_3_2.obj	polycubes_stim146_2_4_3_2.obj	ordered	True	500
sub-01	1	8	39	191	12	novel_test	passive	none	0	0	150	mirror	3000	1000	500	8000	309000	317000	False	0	1	polycubes_stim191_4_4_2_2.obj	polycubes_stim191_4_4_2_2.obj	ordered	True	500
sub-01	1	8	40	177	12	trained_shared	passive	none	0	0	150	same	3000	1000	500	8000	317000	325000	True	5000	1	polycubes_stim177_3_2_4_3.obj	polycubes_stim177_3_2_4_3.obj	ordered	True	500
sub-01	1	8	41	121	12	novel_test	passive	none	0	0	50	mirror	3000	1000	500	8000	330000	338000	False	0	1	polycubes_stim121_4_2_4_2.obj	polycubes_stim121_4_2_4_2.obj	ordered	True	500
sub-01	1	8	42	120	12	trained_shared	passive	none	0	0	100	same	3000	1000	500	8000	338000	346000	False	0	1	polycubes_stim120_4_2_2_4.obj	polycubes_stim120_4_2_2_4.obj	ordered	True	500
sub-01	1	8	43	196	12	novel_test	passive	none	0	0	100	same	3000	1000	500	8000	346000	354000	False	0	1	polycubes_stim196_2_4_3_3.obj	polycubes_stim196_2_4_3_3.obj	ordered	True	500
sub-01	1	8	44	45	11	trained_shared	passive	none	0	0	0	mirror	3000	1000	500	8000	354000	362000	False	0	1	polycubes_stim45_4_2_2_3.obj	polycubes_stim45_4_2_2_3.obj	ordered	True	500
sub-01	1	8	45	63	11	novel_test	passive	none	0	0	50	same	3000	1000	500	8000	362000	370000	False	0	1	polycubes_stim63_2_3_4_2.obj	polycubes_stim63_2_3_4_2.obj	ordered	True	500
sub-01	1	8	46	125	11	novel_test	passive	none	0	0	100	same	3000	1000	500	8000	370000	378000	False	0	1	polycubes_stim125_2_3_2_4.obj	polycubes_stim125_2_3_2_4.obj	ordered	True	500
sub-01	1	8	47	45	11	trained_shared	passive	none	0	0	100	mirror	3000	1000	500	8000	378000	386000	False	0	1	polycubes_stim45_4_2_2_3.obj	polycubes_stim45_4_2_2_3.obj	ordered	True	500
sub-01	1	8	48	100	11	novel_test	passive	none	0	0	0	mirror	3000	1000	500	8000	386000	394000	False	0	1	polycubes_stim100_2_3_4_2.obj	polycubes_stim100_2_3_4_2.obj	ordered	True	500
sub-01	1	8	49	138	12	novel_test	passive	none	0	0	50	mirror	3000	1000	500	8000	394000	402000	False	0	1	polycubes_stim138_3_3_2_4.obj	polycubes_stim138_3_3_2_4.obj	ordered	True	500
sub-01	1	8	50	118	12	novel_test	passive	none	0	0	0	mirror	3000	1000	500	8000	402000	410000	False	0	1	polycubes_stim118_4_3_2_3.obj	polycubes_stim118_4_3_2_3.obj	ordered	True	500
sub-01	1	8	51	77	11	novel_test	passive	none	0	0	150	same	3000	1000	500	8000	410000	418000	False	0	1	polycubes_stim77_3_2_3_3.obj	polycubes_stim77_3_2_3_3.obj	ordered	True	500
sub-01	1	8	52	193	12	trained_shared	passive	none	0	0	50	mirror	3000	1000	500	8000	418000	426000	False	0	1	polycubes_stim193_2_3_3_4.obj	polycubes_stim193_2_3_3_4.obj	ordered	True	500
sub-01	1	8	53	100	11	novel_test	passive	none	0	0	0	same	3000	1000	500	8000	426000	434000	False	0	1	polycubes_stim100_2_3_4_2.obj	polycubes_stim100_2_3_4_2.obj	ordered	True	500
sub-01	1	8	54	77	11	novel_test	passive	none	0	0	50	same	3000	1000	500	8000	434000	442000	False	0	1	polycubes_stim77_3_2_3_3.obj	polycubes_stim77_3_2_3_3.obj	ordered	True	500
sub-01	1	8	55	67	11	novel_test	passive	none	0	0	0	mirror	3000	1000	500	8000	442000	450000	False	0	1	polycubes_stim67_3_2_2_4.obj	polycubes_stim67_3_2_2_4.obj	ordered	True	500
sub-01	1	8	56	165	12	trained_shared	passive	none	0	0	0	same	3000	1000	500	8000	450000	458000	False	0	1	polycubes_stim165_3_4_3_2.obj	polycubes_stim165_3_4_3_2.obj	ordered	True	500
sub-01	1	8	57	39	11	trained_shared	passive	none	0	0	0	mirror	3000	1000	500	8000	458000	466000	False	0	1	polycubes_stim39_2_3_3_3.obj	polycubes_stim39_2_3_3_3.obj	ordered	True	500
sub-01	1	8	58	77	11	novel_test	passive	none	0	0	100	mirror	3000	1000	500	8000	466000	474000	False	0	1	polycubes_stim77_3_2_3_3.obj	polycubes_stim77_3_2_3_3.obj	ordered	True	500
sub-01	1	8	59	128	12	trained_shared	passive	none	0	0	50	mirror	3000	1000	500	8000	474000	482000	False	0	1	polycubes_stim128_3_4_2_3.obj	polycubes_stim128_3_4_2_3.obj	ordered	True	500
sub-01	1	8	60	54	10	trained_shared	passive	none	0	0	50	mirror	3000	1000	500	8000	482000	490000	True	5000	1	polycubes_stim54_4_2_2_2.obj	polycubes_stim54_4_2_2_2.obj	ordered	True	500
sub-01	1	8	61	179	12	trained_shared	passive	none	0	0	100	same	3000	1000	500	8000	495000	503000	False	0	1	polycubes_stim179_3_2_3_4.obj	polycubes_stim179_3_2_3_4.obj	ordered	True	500
sub-01	1	8	62	125	11	novel_test	passive	none	0	0	150	mirror	3000	1000	500	8000	503000	511000	False	0	1	polycubes_stim125_2_3_2_4.obj	polycubes_stim125_2_3_2_4.obj	ordered	True	500
sub-01	1	8	63	183	12	novel_test	passive	none	0	0	0	same	3000	1000	500	8000	511000	519000	False	0	1	polycubes_stim183_2_4_3_3.obj	polycubes_stim183_2_4_3_3.obj	ordered	True	500
sub-01	1	8	64	82	10	trained_shared	passive	none	0	0	0	same	3000	1000	500	8000	519000	527000	False	0	1	polycubes_stim82_2_2_4_2.obj	polycubes_stim82_2_2_4_2.obj	ordered	True	500
