sn	ses	run	trial	object	n_cubes	stimulus_type	task_version	scaffold	rotation_speed	start_orientation	end_orientation	angle	stim2_orientation	same_mirror	stim_dur_ms	isi_ms	iti_ms	trial_dur_ms	start_time	end_time	has_rest_after	rest_after_ms	order_1	stim1_name	stim2_name	condition	show_feedback	feedback_dur_ms
sub-01	1	3	27	35	10	training_only	active_vis	late	60	140	320	100	60	same	3000	1000	500	8000	213000	221000	False	0	1	polycubes_stim35_2_3_2_3.obj	polycubes_stim35_2_3_2_3.obj	ordered	True	500
sub-01	1	3	28	42	10	training_only	active_vis	late	60	90	270	50	320	same	3000	1000	500	8000	221000	229000	False	0	1	polycubes_stim42_3_2_3_2.obj	polycubes_stim42_3_2_3_2.obj	ordered	True	500
sub-01	1	3	29	175	12	trained_shared	active_vis	late	60	190	10	150	160	mirror	3000	1000	500	8000	229000	237000	False	0	1	polycubes_stim175_4_2_2_4.obj	polycubes_stim175_4_2_2_4.obj	ordered	True	500
sub-01	1	3	30	184	12	trained_shared	active_vis	late	60	0	180	0	180	same	3000	1000	500	8000	237000	245000	False	0	1	polycubes_stim184_3_3_2_4.obj	polycubes_stim184_3_3_2_4.obj	ordered	True	500
sub-01	1	3	31	71	11	trained_shared	active_vis	late	60	190	10	150	160	same	3000	1000	500	8000	245000	253000	False	0	1	polycubes_stim71_3_3_2_3.obj	polycubes_stim71_3_3_2_3.obj	ordered	True	500
sub-01	1	3	32	162	12	training_only	active_vis	late	60	140	320	100	60	mirror	3000	1000	500	8000	253000	261000	False	0	1	polycubes_stim162_2_4_2_4.obj	polycubes_stim162_2_4_2_4.obj	ordered	True	500
sub-01	1	3	33	15	10	trained_shared	active_vis	late	60	0	180	0	180	mirror	3000	1000	500	8000	261000	269000	False	0	1	polycubes_stim15_3_2_3_2.obj	polycubes_stim15_3_2_3_2.obj	ordered	True	500
sub-01	1	3	34	149	11	trained_shared	active_vis	late	60	90	270	50	320	same	3000	1000	500	8000	269000	277000	False	0	1	polycubes_stim149_2_4_3_2.obj	polycubes_stim149_2_4_3_2.obj	ordered	True	500
sub-01	1	3	35	31	11	training_only	active_vis	late	60	0	180	0	180	mirror	3000	1000	500	8000	277000	285000	False	0	1	polycubes_stim31_2_3_3_3.obj	polycubes_stim31_2_3_3_3.obj	ordered	True	500
sub-01	1	3	36	137	12	trained_shared	active_vis	late	60	140	320	100	60	mirror	3000	1000	500	8000	285000	293000	False	0	1	polycubes_stim137_3_4_3_2.obj	polycubes_stim137_3_4_3_2.obj	ordered	True	500
sub-01	1	3	37	95	12	trained_shared	active_vis	late	60	140	320	100	60	mirror	3000	1000	500	8000	293000	301000	False	0	1	polycubes_stim95_2_4_2_4.obj	polycubes_stim95_2_4_2_4.obj	ordered	True	500
sub-01	1	3	38	121	12	trained_shared	active_vis	late	60	90	270	50	320	mirror	3000	1000	500	8000	301000	309000	False	0	1	polycubes_stim121_4_2_4_2.obj	polycubes_stim121_4_2_4_2.obj	ordered	True	500
sub-01	1	3	39	95	12	trained_shared	active_vis	late	60	140	320	100	60	same	3000	1000	500	8000	309000	317000	False	0	1	polycubes_stim95_2_4_2_4.obj	polycubes_stim95_2_4_2_4.obj	ordered	True	500
sub-01	1	3	40	186	12	training_only	active_vis	late	60	0	180	0	180	mirror	3000	1000	500	8000	317000	325000	True	5000	1	polycubes_stim186_4_2_4_2.obj	polycubes_stim186_4_2_4_2.obj	ordered	True	500
sub-01	1	3	41	99	12	trained_shared	active_vis	late	60	90	270	50	320	mirror	3000	1000	500	8000	330000	338000	False	0	1	polycubes_stim99_2_2_4_4.obj	polycubes_stim99_2_2_4_4.obj	ordered	True	500
sub-01	1	3	42	176	12	training_only	active_vis	late	60	140	320	100	60	same	3000	1000	500	8000	338000	346000	False	0	1	polycubes_stim176_2_3_4_3.obj	polycubes_stim176_2_3_4_3.obj	ordered	True	500
sub-01	1	3	43	160	11	trained_shared	active_vis	late	60	140	320	100	60	mirror	3000	1000	500	8000	346000	354000	False	0	1	polycubes_stim160_2_2_4_3.obj	polycubes_stim160_2_2_4_3.obj	ordered	True	500
sub-01	1	3	44	40	10	trained_shared	active_vis	late	60	90	270	50	320	same	3000	1000	500	8000	354000	362000	False	0	1	polycubes_stim40_2_3_3_2.obj	polycubes_stim40_2_3_3_2.obj	ordered	True	500
sub-01	1	3	45	139	11	training_only	active_vis	late	60	0	180	0	180	same	3000	1000	500	8000	362000	370000	False	0	1	polycubes_stim139_2_4_3_2.obj	polycubes_stim139_2_4_3_2.obj	ordered	True	500
sub-01	1	3	46	174	12	training_only	active_vis	late	60	190	10	150	160	same	3000	1000	500	8000	370000	378000	False	0	1	polycubes_stim174_2_2_4_4.obj	polycubes_stim174_2_2_4_4.obj	ordered	True	500
sub-01	1	3	47	57	11	trained_shared	active_vis	late	60	190	10	150	160	same	3000	1000	500	8000	378000	386000	False	0	1	polycubes_stim57_2_3_2_4.obj	polycubes_stim57_2_3_2_4.obj	ordered	True	500
sub-01	1	3	48	75	10	training_only	active_vis	late	60	90	270	50	320	mirror	3000	1000	500	8000	386000	394000	False	0	1	polycubes_stim75_2_2_4_2.obj	polycubes_stim75_2_2_4_2.obj	ordered	True	500
sub-01	1	3	49	169	12	training_only	active_vis	late	60	0	180	0	180	mirror	3000	1000	500	8000	394000	402000	False	0	1	polycubes_stim169_2_4_2_4.obj	polycubes_stim169_2_4_2_4.obj	ordered	True	500
sub-01	1	3	50	154	12	training_only	active_vis	late	60	0	180	0	180	same	3000	1000	500	8000	402000	410000	False	0	1	polycubes_stim154_4_3_3_2.obj	polycubes_stim154_4_3_3_2.obj	ordered	True	500
sub-01	1	3	51	149	11	trained_shared	active_vis	late	60	0	180	0	180	mirror	3000	1000	500	8000	410000	418000	False	0	1	polycubes_stim149_2_4_3_2.obj	polycubes_stim149_2_4_3_2.obj	ordered	True	500
sub-01	1	3	52	34	11	training_only	active_vis	late	60	90	270	50	320	mirror	3000	1000	500	8000	418000	426000	False	0	1	polycubes_stim34_2_4_2_3.obj	polycubes_stim34_2_4_2_3.obj	ordered	True	500
sub-01	1	3	53	127	11	training_only	active_vis	late	60	90	270	50	320	same	3000	1000	500	8000	426000	434000	False	0	1	polycubes_stim127_2_4_2_3.obj	polycubes_stim127_2_4_2_3.obj	ordered	True	500
sub-01	1	3	54	121	12	trained_shared	active_vis	late	60	0	180	0	180	mirror	3000	1000	500	8000	434000	442000	False	0	1	polycubes_stim121_4_2_4_2.obj	polycubes_stim121_4_2_4_2.obj	ordered	True	500
sub-01	1	3	55	60	10	trained_shared	active_vis	late	60	90	270	50	320	same	3000	1000	500	8000	442000	450000	False	0	1	polycubes_stim60_2_2_3_3.obj	polycubes_stim60_2_2_3_3.obj	ordered	True	500
sub-01	1	3	56	127	11	training_only	active_vis	late	60	140	320	100	60	mirror	3000	1000	500	8000	450000	458000	False	0	1	polycubes_stim127_2_4_2_3.obj	polycubes_stim127_2_4_2_3.obj	ordered	True	500
sub-01	1	3	57	57	11	trained_shared	active_vis	late	60	90	270	50	320	mirror	3000	1000	500	8000	458000	466000	False	0	1	polycubes_stim57_2_3_2_4.obj	polycubes_stim57_2_3_2_4.obj	ordered	True	500
sub-01	1	3	58	81	10	training_only	active_vis	late	60	90	270	50	320	mirror	3000	1000	500	8000	466000	474000	False	0	1	polycubes_stim81_2_3_3_2.obj	polycubes_stim81_2_3_3_2.obj	ordered	True	500
sub-01	1	3	59	176	12	training_only	active_vis	late	60	140	320	100	60	mirror	3000	1000	500	8000	474000	482000	False	0	1	polycubes_stim176_2_3_4_3.obj	polycubes_stim176_2_3_4_3.obj	ordered	True	500
sub-01	1	3	60	60	10	trained_shared	active_vis	late	60	0	180	0	180	same	3000	1000	500	8000	482000	490000	True	5000	1	polycubes_stim60_2_2_3_3.obj	polycubes_stim60_2_2_3_3.obj	ordered	True	500
sub-01	1	3	61	149	11	trained_shared	active_vis	late	60	190	10	150	160	mirror	3000	1000	500	8000	495000	503000	False	0	1	polycubes_stim149_2_4_3_2.obj	polycubes_stim149_2_4_3_2.obj	ordered	True	500
sub-01	1	3	62	35	10	training_only	active_vis	late	60	140	320	100	60	mirror	3000	1000	500	8000	503000	511000	False	0	1	polycubes_stim35_2_3_2_3.obj	polycubes_stim35_2_3_2_3.obj	ordered	True	500
sub-01	1	3	63	155	12	training_only	active_vis	late	60	0	180	0	180	same	3000	1000	500	8000	511000	519000	False	0	1	polycubes_stim155_4_3_3_2.obj	polycubes_stim155_4_3_3_2.obj	ordered	True	500
sub-01	1	3	64	155	12	training_only	active_vis	late	60	190	10	150	160	mirror	3000	1000	500	8000	519000	527000	False	0	1	polycubes_stim155_4_3_3_2.obj	polycubes_stim155_4_3_3_2.obj	ordered	True	500
