sn	ses	run	trial	object	n_cubes	stimulus_type	task_version	scaffold	rotation_speed	start_orientation	end_orientation	angle	same_mirror	stim_dur_ms	isi_ms	iti_ms	trial_dur_ms	start_time	end_time	has_rest_after	rest_after_ms	order_1	stim1_name	stim2_name	condition	show_feedback	feedback_dur_ms
sub-01	2	5	15	101	12	novel_test	passive	none	0	0	0	100	same	3000	1000	500	8000	112000	120000	False	0	1	polycubes_stim101_4_3_2_3.obj	polycubes_stim101_4_3_2_3.obj	ordered	True	500
sub-01	2	5	16	63	11	novel_test	passive	none	0	0	0	100	mirror	3000	1000	500	8000	120000	128000	False	0	1	polycubes_stim63_2_3_4_2.obj	polycubes_stim63_2_3_4_2.obj	ordered	True	500
sub-01	2	5	17	50	10	trained_shared	passive	none	0	0	0	0	mirror	3000	1000	500	8000	128000	136000	False	0	1	polycubes_stim50_2_2_4_2.obj	polycubes_stim50_2_2_4_2.obj	ordered	True	500
sub-01	2	5	18	132	11	novel_test	passive	none	0	0	0	50	same	3000	1000	500	8000	136000	144000	False	0	1	polycubes_stim132_2_4_3_2.obj	polycubes_stim132_2_4_3_2.obj	ordered	True	500
sub-01	2	5	19	154	12	novel_test	passive	none	0	0	0	150	mirror	3000	1000	500	8000	144000	152000	False	0	1	polycubes_stim154_4_3_3_2.obj	polycubes_stim154_4_3_3_2.obj	ordered	True	500
sub-01	2	5	20	142	12	trained_shared	passive	none	0	0	0	100	mirror	3000	1000	500	8000	152000	160000	True	5000	1	polycubes_stim142_2_3_4_3.obj	polycubes_stim142_2_3_4_3.obj	ordered	True	500
sub-01	2	5	21	177	12	trained_shared	passive	none	0	0	0	150	same	3000	1000	500	8000	165000	173000	False	0	1	polycubes_stim177_3_2_4_3.obj	polycubes_stim177_3_2_4_3.obj	ordered	True	500
sub-01	2	5	22	16	10	trained_shared	passive	none	0	0	0	100	same	3000	1000	500	8000	173000	181000	False	0	1	polycubes_stim16_2_4_2_2.obj	polycubes_stim16_2_4_2_2.obj	ordered	True	500
sub-01	2	5	23	85	11	novel_test	passive	none	0	0	0	50	same	3000	1000	500	8000	181000	189000	False	0	1	polycubes_stim85_2_4_3_2.obj	polycubes_stim85_2_4_3_2.obj	ordered	True	500
sub-01	2	5	24	48	10	trained_shared	passive	none	0	0	0	0	same	3000	1000	500	8000	189000	197000	False	0	1	polycubes_stim48_2_2_3_3.obj	polycubes_stim48_2_2_3_3.obj	ordered	True	500
sub-01	2	5	25	16	10	trained_shared	passive	none	0	0	0	50	same	3000	1000	500	8000	197000	205000	False	0	1	polycubes_stim16_2_4_2_2.obj	polycubes_stim16_2_4_2_2.obj	ordered	True	500
sub-01	2	5	26	57	11	trained_shared	passive	none	0	0	0	100	mirror	3000	1000	500	8000	205000	213000	False	0	1	polycubes_stim57_2_3_2_4.obj	polycubes_stim57_2_3_2_4.obj	ordered	True	500
sub-01	2	5	27	70	11	novel_test	passive	none	0	0	0	100	mirror	3000	1000	500	8000	213000	221000	False	0	1	polycubes_stim70_3_3_3_2.obj	polycubes_stim70_3_3_3_2.obj	ordered	True	500
sub-01	2	5	28	45	11	trained_shared	passive	none	0	0	0	0	same	3000	1000	500	8000	221000	229000	False	0	1	polycubes_stim45_4_2_2_3.obj	polycubes_stim45_4_2_2_3.obj	ordered	True	500
sub-01	2	5	29	168	12	novel_test	passive	none	0	0	0	0	mirror	3000	1000	500	8000	229000	237000	False	0	1	polycubes_stim168_3_4_2_3.obj	polycubes_stim168_3_4_2_3.obj	ordered	True	500
sub-01	2	5	30	137	12	novel_test	passive	none	0	0	0	150	same	3000	1000	500	8000	237000	245000	False	0	1	polycubes_stim137_3_4_3_2.obj	polycubes_stim137_3_4_3_2.obj	ordered	True	500
sub-01	2	5	31	181	12	trained_shared	passive	none	0	0	0	100	mirror	3000	1000	500	8000	245000	253000	False	0	1	polycubes_stim181_4_2_3_3.obj	polycubes_stim181_4_2_3_3.obj	ordered	True	500
sub-01	2	5	32	88	11	trained_shared	passive	none	0	0	0	50	mirror	3000	1000	500	8000	253000	261000	False	0	1	polycubes_stim88_4_2_2_3.obj	polycubes_stim88_4_2_2_3.obj	ordered	True	500
sub-01	2	5	33	156	11	trained_shared	passive	none	0	0	0	0	mirror	3000	1000	500	8000	261000	269000	False	0	1	polycubes_stim156_2_2_3_4.obj	polycubes_stim156_2_2_3_4.obj	ordered	True	500
sub-01	2	5	34	66	11	novel_test	passive	none	0	0	0	0	mirror	3000	1000	500	8000	269000	277000	False	0	1	polycubes_stim66_3_2_4_2.obj	polycubes_stim66_3_2_4_2.obj	ordered	True	500
sub-01	2	5	35	128	12	novel_test	passive	none	0	0	0	0	same	3000	1000	500	8000	277000	285000	False	0	1	polycubes_stim128_3_4_2_3.obj	polycubes_stim128_3_4_2_3.obj	ordered	True	500
sub-01	2	5	36	158	12	novel_test	passive	none	0	0	0	0	same	3000	1000	500	8000	285000	293000	False	0	1	polycubes_stim158_4_2_3_3.obj	polycubes_stim158_4_2_3_3.obj	ordered	True	500
sub-01	2	5	37	1	10	trained_shared	passive	none	0	0	0	100	same	3000	1000	500	8000	293000	301000	False	0	1	polycubes_stim1_2_4_2_2.obj	polycubes_stim1_2_4_2_2.obj	ordered	True	500
sub-01	2	5	38	3	11	novel_test	passive	none	0	0	0	0	same	3000	1000	500	8000	301000	309000	False	0	1	polycubes_stim3_2_2_3_4.obj	polycubes_stim3_2_2_3_4.obj	ordered	True	500
sub-01	2	5	39	32	10	trained_shared	passive	none	0	0	0	150	mirror	3000	1000	500	8000	309000	317000	False	0	1	polycubes_stim32_2_4_2_2.obj	polycubes_stim32_2_4_2_2.obj	ordered	True	500
sub-01	2	5	40	167	12	novel_test	passive	none	0	0	0	150	same	3000	1000	500	8000	317000	325000	True	5000	1	polycubes_stim167_2_2_4_4.obj	polycubes_stim167_2_2_4_4.obj	ordered	True	500
sub-01	2	5	41	10	11	trained_shared	passive	none	0	0	0	100	same	3000	1000	500	8000	330000	338000	False	0	1	polycubes_stim10_4_3_2_2.obj	polycubes_stim10_4_3_2_2.obj	ordered	True	500
sub-01	2	5	42	70	11	novel_test	passive	none	0	0	0	50	mirror	3000	1000	500	8000	338000	346000	False	0	1	polycubes_stim70_3_3_3_2.obj	polycubes_stim70_3_3_3_2.obj	ordered	True	500
sub-01	2	5	43	16	10	trained_shared	passive	none	0	0	0	50	same	3000	1000	500	8000	346000	354000	False	0	1	polycubes_stim16_2_4_2_2.obj	polycubes_stim16_2_4_2_2.obj	ordered	True	500
sub-01	2	5	44	137	12	novel_test	passive	none	0	0	0	150	same	3000	1000	500	8000	354000	362000	False	0	1	polycubes_stim137_3_4_3_2.obj	polycubes_stim137_3_4_3_2.obj	ordered	True	500
sub-01	2	5	45	85	11	novel_test	passive	none	0	0	0	150	same	3000	1000	500	8000	362000	370000	False	0	1	polycubes_stim85_2_4_3_2.obj	polycubes_stim85_2_4_3_2.obj	ordered	True	500
sub-01	2	5	46	74	11	trained_shared	passive	none	0	0	0	150	mirror	3000	1000	500	8000	370000	378000	False	0	1	polycubes_stim74_3_2_2_4.obj	polycubes_stim74_3_2_2_4.obj	ordered	True	500
sub-01	2	5	47	105	12	trained_shared	passive	none	0	0	0	100	same	3000	1000	500	8000	378000	386000	False	0	1	polycubes_stim105_4_2_3_3.obj	polycubes_stim105_4_2_3_3.obj	ordered	True	500
sub-01	2	5	48	132	11	novel_test	passive	none	0	0	0	100	same	3000	1000	500	8000	386000	394000	False	0	1	polycubes_stim132_2_4_3_2.obj	polycubes_stim132_2_4_3_2.obj	ordered	True	500
sub-01	2	5	49	31	11	novel_test	passive	none	0	0	0	50	same	3000	1000	500	8000	394000	402000	False	0	1	polycubes_stim31_2_3_3_3.obj	polycubes_stim31_2_3_3_3.obj	ordered	True	500
sub-01	2	5	50	144	12	trained_shared	passive	none	0	0	0	0	same	3000	1000	500	8000	402000	410000	False	0	1	polycubes_stim144_3_4_3_2.obj	polycubes_stim144_3_4_3_2.obj	ordered	True	500
sub-01	2	5	51	91	11	novel_test	passive	none	0	0	0	50	mirror	3000	1000	500	8000	410000	418000	False	0	1	polycubes_stim91_3_3_2_3.obj	polycubes_stim91_3_3_2_3.obj	ordered	True	500
sub-01	2	5	52	137	12	novel_test	passive	none	0	0	0	100	same	3000	1000	500	8000	418000	426000	False	0	1	polycubes_stim137_3_4_3_2.obj	polycubes_stim137_3_4_3_2.obj	ordered	True	500
sub-01	2	5	53	144	12	trained_shared	passive	none	0	0	0	150	same	3000	1000	500	8000	426000	434000	False	0	1	polycubes_stim144_3_4_3_2.obj	polycubes_stim144_3_4_3_2.obj	ordered	True	500
sub-01	2	5	54	125	11	trained_shared	passive	none	0	0	0	0	mirror	3000	1000	500	8000	434000	442000	False	0	1	polycubes_stim125_2_3_2_4.obj	polycubes_stim125_2_3_2_4.obj	ordered	True	500
sub-01	2	5	55	137	12	novel_test	passive	none	0	0	0	50	mirror	3000	1000	500	8000	442000	450000	False	0	1	polycubes_stim137_3_4_3_2.obj	polycubes_stim137_3_4_3_2.obj	ordered	True	500
sub-01	2	5	56	85	11	novel_test	passive	none	0	0	0	50	mirror	3000	1000	500	8000	450000	458000	False	0	1	polycubes_stim85_2_4_3_2.obj	polycubes_stim85_2_4_3_2.obj	ordered	True	500
sub-01	2	5	57	97	11	trained_shared	passive	none	0	0	0	0	same	3000	1000	500	8000	458000	466000	False	0	1	polycubes_stim97_2_3_2_4.obj	polycubes_stim97_2_3_2_4.obj	ordered	True	500
sub-01	2	5	58	52	10	trained_shared	passive	none	0	0	0	50	mirror	3000	1000	500	8000	466000	474000	False	0	1	polycubes_stim52_2_3_2_3.obj	polycubes_stim52_2_3_2_3.obj	ordered	True	500
sub-01	2	5	59	155	12	novel_test	passive	none	0	0	0	0	mirror	3000	1000	500	8000	474000	482000	False	0	1	polycubes_stim155_4_3_3_2.obj	polycubes_stim155_4_3_3_2.obj	ordered	True	500
sub-01	2	5	60	85	11	novel_test	passive	none	0	0	0	100	same	3000	1000	500	8000	482000	490000	True	5000	1	polycubes_stim85_2_4_3_2.obj	polycubes_stim85_2_4_3_2.obj	ordered	True	500
sub-01	2	5	61	113	11	novel_test	passive	none	0	0	0	150	mirror	3000	1000	500	8000	495000	503000	False	0	1	polycubes_stim113_4_2_3_2.obj	polycubes_stim113_4_2_3_2.obj	ordered	True	500
sub-01	2	5	62	174	12	trained_shared	passive	none	0	0	0	150	mirror	3000	1000	500	8000	503000	511000	False	0	1	polycubes_stim174_2_2_4_4.obj	polycubes_stim174_2_2_4_4.obj	ordered	True	500
sub-01	2	5	63	107	11	novel_test	passive	none	0	0	0	50	same	3000	1000	500	8000	511000	519000	False	0	1	polycubes_stim107_2_3_4_2.obj	polycubes_stim107_2_3_4_2.obj	ordered	True	500
sub-01	2	5	64	50	10	trained_shared	passive	none	0	0	0	50	same	3000	1000	500	8000	519000	527000	False	0	1	polycubes_stim50_2_2_4_2.obj	polycubes_stim50_2_2_4_2.obj	ordered	True	500
