sn	ses	run	trial	object	n_cubes	stimulus_type	task_version	scaffold	rotation_speed	start_orientation	angle	same_mirror	stim_dur_ms	isi_ms	iti_ms	trial_dur_ms	start_time	end_time	has_rest_after	rest_after_ms	order_1	stim1_name	stim2_name	condition	show_feedback	feedback_dur_ms
sub-01	1	8	13	193	12	novel_test	passive	none	0	0	150	same	3000	1000	500	8000	96000	104000	False	0	1	polycubes_stim193_2_3_3_4.obj	polycubes_stim193_2_3_3_4.obj	ordered	False	500
sub-01	1	8	14	188	12	novel_test	passive	none	0	0	0	same	3000	1000	500	8000	104000	112000	False	0	1	polycubes_stim188_2_4_4_2.obj	polycubes_stim188_2_4_4_2.obj	ordered	False	500
sub-01	1	8	15	174	12	trained_shared	passive	none	0	0	100	same	3000	1000	500	8000	112000	120000	False	0	1	polycubes_stim174_2_2_4_4.obj	polycubes_stim174_2_2_4_4.obj	ordered	False	500
sub-01	1	8	16	65	10	trained_shared	passive	none	0	0	0	mirror	3000	1000	500	8000	120000	128000	False	0	1	polycubes_stim65_2_2_4_2.obj	polycubes_stim65_2_2_4_2.obj	ordered	False	500
sub-01	1	8	17	34	11	trained_shared	passive	none	0	0	0	same	3000	1000	500	8000	128000	136000	False	0	1	polycubes_stim34_2_4_2_3.obj	polycubes_stim34_2_4_2_3.obj	ordered	False	500
sub-01	1	8	18	146	11	novel_test	passive	none	0	0	0	same	3000	1000	500	8000	136000	144000	False	0	1	polycubes_stim146_2_4_3_2.obj	polycubes_stim146_2_4_3_2.obj	ordered	False	500
sub-01	1	8	19	198	12	novel_test	passive	none	0	0	0	mirror	3000	1000	500	8000	144000	152000	False	0	1	polycubes_stim198_3_3_2_4.obj	polycubes_stim198_3_3_2_4.obj	ordered	False	500
sub-01	1	8	20	86	12	novel_test	passive	none	0	0	150	same	3000	1000	500	8000	152000	160000	True	5000	1	polycubes_stim86_3_2_3_4.obj	polycubes_stim86_3_2_3_4.obj	ordered	False	500
sub-01	1	8	21	27	10	trained_shared	passive	none	0	0	100	mirror	3000	1000	500	8000	165000	173000	False	0	1	polycubes_stim27_2_3_3_2.obj	polycubes_stim27_2_3_3_2.obj	ordered	False	500
sub-01	1	8	22	174	12	trained_shared	passive	none	0	0	100	same	3000	1000	500	8000	173000	181000	False	0	1	polycubes_stim174_2_2_4_4.obj	polycubes_stim174_2_2_4_4.obj	ordered	False	500
sub-01	1	8	23	176	12	trained_shared	passive	none	0	0	150	mirror	3000	1000	500	8000	181000	189000	False	0	1	polycubes_stim176_2_3_4_3.obj	polycubes_stim176_2_3_4_3.obj	ordered	False	500
sub-01	1	8	24	92	10	trained_shared	passive	none	0	0	0	same	3000	1000	500	8000	189000	197000	False	0	1	polycubes_stim92_2_2_3_3.obj	polycubes_stim92_2_2_3_3.obj	ordered	False	500
sub-01	1	8	25	61	12	trained_shared	passive	none	0	0	100	mirror	3000	1000	500	8000	197000	205000	False	0	1	polycubes_stim61_4_2_2_4.obj	polycubes_stim61_4_2_2_4.obj	ordered	False	500
sub-01	1	8	26	92	10	trained_shared	passive	none	0	0	100	same	3000	1000	500	8000	205000	213000	False	0	1	polycubes_stim92_2_2_3_3.obj	polycubes_stim92_2_2_3_3.obj	ordered	False	500
sub-01	1	8	27	29	12	novel_test	passive	none	0	0	50	mirror	3000	1000	500	8000	213000	221000	False	0	1	polycubes_stim29_3_2_3_4.obj	polycubes_stim29_3_2_3_4.obj	ordered	False	500
sub-01	1	8	28	45	11	novel_test	passive	none	0	0	100	same	3000	1000	500	8000	221000	229000	False	0	1	polycubes_stim45_4_2_2_3.obj	polycubes_stim45_4_2_2_3.obj	ordered	False	500
sub-01	1	8	29	13	10	trained_shared	passive	none	0	0	50	same	3000	1000	500	8000	229000	237000	False	0	1	polycubes_stim13_2_2_4_2.obj	polycubes_stim13_2_2_4_2.obj	ordered	False	500
sub-01	1	8	30	71	11	trained_shared	passive	none	0	0	150	mirror	3000	1000	500	8000	237000	245000	False	0	1	polycubes_stim71_3_3_2_3.obj	polycubes_stim71_3_3_2_3.obj	ordered	False	500
sub-01	1	8	31	24	11	novel_test	passive	none	0	0	50	same	3000	1000	500	8000	245000	253000	False	0	1	polycubes_stim24_2_3_3_3.obj	polycubes_stim24_2_3_3_3.obj	ordered	False	500
sub-01	1	8	32	136	11	trained_shared	passive	none	0	0	100	mirror	3000	1000	500	8000	253000	261000	False	0	1	polycubes_stim136_2_3_3_3.obj	polycubes_stim136_2_3_3_3.obj	ordered	False	500
sub-01	1	8	33	113	11	trained_shared	passive	none	0	0	150	same	3000	1000	500	8000	261000	269000	False	0	1	polycubes_stim113_4_2_3_2.obj	polycubes_stim113_4_2_3_2.obj	ordered	False	500
sub-01	1	8	34	195	12	trained_shared	passive	none	0	0	50	mirror	3000	1000	500	8000	269000	277000	False	0	1	polycubes_stim195_2_2_4_4.obj	polycubes_stim195_2_2_4_4.obj	ordered	False	500
sub-01	1	8	35	193	12	novel_test	passive	none	0	0	0	mirror	3000	1000	500	8000	277000	285000	False	0	1	polycubes_stim193_2_3_3_4.obj	polycubes_stim193_2_3_3_4.obj	ordered	False	500
sub-01	1	8	36	178	12	novel_test	passive	none	0	0	100	mirror	3000	1000	500	8000	285000	293000	False	0	1	polycubes_stim178_2_3_3_4.obj	polycubes_stim178_2_3_3_4.obj	ordered	False	500
sub-01	1	8	37	102	11	novel_test	passive	none	0	0	0	same	3000	1000	500	8000	293000	301000	False	0	1	polycubes_stim102_4_2_3_2.obj	polycubes_stim102_4_2_3_2.obj	ordered	False	500
sub-01	1	8	38	61	12	trained_shared	passive	none	0	0	0	same	3000	1000	500	8000	301000	309000	False	0	1	polycubes_stim61_4_2_2_4.obj	polycubes_stim61_4_2_2_4.obj	ordered	False	500
sub-01	1	8	39	149	11	novel_test	passive	none	0	0	0	mirror	3000	1000	500	8000	309000	317000	False	0	1	polycubes_stim149_2_4_3_2.obj	polycubes_stim149_2_4_3_2.obj	ordered	False	500
sub-01	1	8	40	57	11	trained_shared	passive	none	0	0	150	same	3000	1000	500	8000	317000	325000	True	5000	1	polycubes_stim57_2_3_2_4.obj	polycubes_stim57_2_3_2_4.obj	ordered	False	500
sub-01	1	8	41	135	12	trained_shared	passive	none	0	0	150	same	3000	1000	500	8000	330000	338000	False	0	1	polycubes_stim135_3_3_3_3.obj	polycubes_stim135_3_3_3_3.obj	ordered	False	500
sub-01	1	8	42	132	11	novel_test	passive	none	0	0	50	same	3000	1000	500	8000	338000	346000	False	0	1	polycubes_stim132_2_4_3_2.obj	polycubes_stim132_2_4_3_2.obj	ordered	False	500
sub-01	1	8	43	107	11	trained_shared	passive	none	0	0	100	same	3000	1000	500	8000	346000	354000	False	0	1	polycubes_stim107_2_3_4_2.obj	polycubes_stim107_2_3_4_2.obj	ordered	False	500
sub-01	1	8	44	128	12	novel_test	passive	none	0	0	50	mirror	3000	1000	500	8000	354000	362000	False	0	1	polycubes_stim128_3_4_2_3.obj	polycubes_stim128_3_4_2_3.obj	ordered	False	500
sub-01	1	8	45	155	12	trained_shared	passive	none	0	0	50	same	3000	1000	500	8000	362000	370000	False	0	1	polycubes_stim155_4_3_3_2.obj	polycubes_stim155_4_3_3_2.obj	ordered	False	500
sub-01	1	8	46	101	12	novel_test	passive	none	0	0	50	same	3000	1000	500	8000	370000	378000	False	0	1	polycubes_stim101_4_3_2_3.obj	polycubes_stim101_4_3_2_3.obj	ordered	False	500
sub-01	1	8	47	185	12	novel_test	passive	none	0	0	50	mirror	3000	1000	500	8000	378000	386000	False	0	1	polycubes_stim185_3_3_3_3.obj	polycubes_stim185_3_3_3_3.obj	ordered	False	500
sub-01	1	8	48	108	12	novel_test	passive	none	0	0	0	same	3000	1000	500	8000	386000	394000	False	0	1	polycubes_stim108_3_4_3_2.obj	polycubes_stim108_3_4_3_2.obj	ordered	False	500
sub-01	1	8	49	47	10	trained_shared	passive	none	0	0	50	same	3000	1000	500	8000	394000	402000	False	0	1	polycubes_stim47_4_2_2_2.obj	polycubes_stim47_4_2_2_2.obj	ordered	False	500
sub-01	1	8	50	33	11	novel_test	passive	none	0	0	0	mirror	3000	1000	500	8000	402000	410000	False	0	1	polycubes_stim33_2_4_2_3.obj	polycubes_stim33_2_4_2_3.obj	ordered	False	500
sub-01	1	8	51	105	12	trained_shared	passive	none	0	0	50	mirror	3000	1000	500	8000	410000	418000	False	0	1	polycubes_stim105_4_2_3_3.obj	polycubes_stim105_4_2_3_3.obj	ordered	False	500
sub-01	1	8	52	132	11	novel_test	passive	none	0	0	150	mirror	3000	1000	500	8000	418000	426000	False	0	1	polycubes_stim132_2_4_3_2.obj	polycubes_stim132_2_4_3_2.obj	ordered	False	500
sub-01	1	8	53	193	12	novel_test	passive	none	0	0	50	same	3000	1000	500	8000	426000	434000	False	0	1	polycubes_stim193_2_3_3_4.obj	polycubes_stim193_2_3_3_4.obj	ordered	False	500
sub-01	1	8	54	111	11	novel_test	passive	none	0	0	100	mirror	3000	1000	500	8000	434000	442000	False	0	1	polycubes_stim111_3_4_2_2.obj	polycubes_stim111_3_4_2_2.obj	ordered	False	500
sub-01	1	8	55	103	11	trained_shared	passive	none	0	0	150	mirror	3000	1000	500	8000	442000	450000	False	0	1	polycubes_stim103_3_2_4_2.obj	polycubes_stim103_3_2_4_2.obj	ordered	False	500
sub-01	1	8	56	82	10	trained_shared	passive	none	0	0	50	mirror	3000	1000	500	8000	450000	458000	False	0	1	polycubes_stim82_2_2_4_2.obj	polycubes_stim82_2_2_4_2.obj	ordered	False	500
sub-01	1	8	57	71	11	trained_shared	passive	none	0	0	50	mirror	3000	1000	500	8000	458000	466000	False	0	1	polycubes_stim71_3_3_2_3.obj	polycubes_stim71_3_3_2_3.obj	ordered	False	500
sub-01	1	8	58	136	11	trained_shared	passive	none	0	0	0	same	3000	1000	500	8000	466000	474000	False	0	1	polycubes_stim136_2_3_3_3.obj	polycubes_stim136_2_3_3_3.obj	ordered	False	500
sub-01	1	8	59	85	11	novel_test	passive	none	0	0	150	same	3000	1000	500	8000	474000	482000	False	0	1	polycubes_stim85_2_4_3_2.obj	polycubes_stim85_2_4_3_2.obj	ordered	False	500
sub-01	1	8	60	146	11	novel_test	passive	none	0	0	100	same	3000	1000	500	8000	482000	490000	True	5000	1	polycubes_stim146_2_4_3_2.obj	polycubes_stim146_2_4_3_2.obj	ordered	False	500
sub-01	1	8	61	198	12	novel_test	passive	none	0	0	150	mirror	3000	1000	500	8000	495000	503000	False	0	1	polycubes_stim198_3_3_2_4.obj	polycubes_stim198_3_3_2_4.obj	ordered	False	500
sub-01	1	8	62	103	11	trained_shared	passive	none	0	0	150	mirror	3000	1000	500	8000	503000	511000	False	0	1	polycubes_stim103_3_2_4_2.obj	polycubes_stim103_3_2_4_2.obj	ordered	False	500
sub-01	1	8	63	139	11	trained_shared	passive	none	0	0	0	mirror	3000	1000	500	8000	511000	519000	False	0	1	polycubes_stim139_2_4_3_2.obj	polycubes_stim139_2_4_3_2.obj	ordered	False	500
sub-01	1	8	64	41	11	trained_shared	passive	none	0	0	150	same	3000	1000	500	8000	519000	527000	False	0	1	polycubes_stim41_2_2_3_4.obj	polycubes_stim41_2_2_3_4.obj	ordered	False	500
