sn	ses	run	trial	object	n_cubes	stimulus_type	task_version	scaffold	rotation_speed	start_orientation	end_orientation	stim2_orientation	angular_disparity	direction	angle	same_mirror	stim_dur_ms	isi_ms	iti_ms	trial_dur_ms	start_time	end_time	has_rest_after	rest_after_ms	order_1	stim1_name	stim2_name	condition	show_feedback	feedback_dur_ms	offset_x	offset_y	offset_z
sub-04	1	3	11	143	11	trained	active_sen	none	60	0	0	150	150	0	50	same	3000	1000	500	8000	80000	88000	False	0	1	polycubes_stim143_2_2_4_3.obj	polycubes_stim143_2_2_4_3.obj	ordered	True	500	-0.5760364532470703	0.0418066717684268	0.5169128775596619
sub-04	1	3	12	143	11	trained	active_sen	none	60	0	0	150	150	0	150	same	3000	1000	500	8000	88000	96000	False	0	1	polycubes_stim143_2_2_4_3.obj	polycubes_stim143_2_2_4_3.obj	ordered	True	500	-0.5760364532470703	0.0418066717684268	0.5169128775596619
sub-04	1	3	13	162	11	trained	active_sen	none	60	0	0	150	150	0	0	same	3000	1000	500	8000	96000	104000	False	0	1	polycubes_stim162_3_2_2_4.obj	polycubes_stim162_3_2_2_4.obj	ordered	True	500	0.682135283946991	-0.010748635046184	-0.6669344902038574
sub-04	1	3	14	72	11	trained	active_sen	none	60	0	0	150	150	0	150	mirror	3000	1000	500	8000	104000	112000	False	0	1	polycubes_stim072_3_4_2_2.obj	polycubes_stim072_3_4_2_2.obj	ordered	True	500	0.5510143637657166	0.0584829151630401	-0.6337217092514038
sub-04	1	3	15	97	11	trained	active_sen	none	60	0	0	150	150	0	0	mirror	3000	1000	500	8000	112000	120000	False	0	1	polycubes_stim097_2_3_2_4.obj	polycubes_stim097_2_3_2_4.obj	ordered	True	500	0.3474240899085998	0.0697081312537193	-0.4460062980651855
sub-04	1	3	16	140	12	trained	active_sen	none	60	0	0	150	150	0	0	mirror	3000	1000	500	8000	120000	128000	False	0	1	polycubes_stim140_4_2_3_3.obj	polycubes_stim140_4_2_3_3.obj	ordered	True	500	-0.4416289925575256	-0.1876648068428039	0.7070271968841553
sub-04	1	3	17	56	11	trained	active_sen	none	60	0	0	150	150	0	50	mirror	3000	1000	500	8000	128000	136000	False	0	1	polycubes_stim056_3_3_2_3.obj	polycubes_stim056_3_3_2_3.obj	ordered	True	500	0.5248880386352539	-0.4050444662570953	0.0479314178228378
sub-04	1	3	18	153	12	trained	active_sen	none	60	0	0	150	150	0	150	mirror	3000	1000	500	8000	136000	144000	False	0	1	polycubes_stim153_3_3_3_3.obj	polycubes_stim153_3_3_3_3.obj	ordered	True	500	0.3974649012088775	-0.1756386160850525	-0.1490743160247802
sub-04	1	3	19	41	10	trained	active_sen	none	60	0	0	150	150	0	0	same	3000	1000	500	8000	144000	152000	False	0	1	polycubes_stim041_2_2_3_3.obj	polycubes_stim041_2_2_3_3.obj	ordered	True	500	0.5218170881271362	-0.0303658600896596	-0.4788733124732971
sub-04	1	3	20	198	12	trained	active_sen	none	60	0	0	150	150	0	150	same	3000	1000	500	8000	152000	160000	True	5000	1	polycubes_stim198_3_3_2_4.obj	polycubes_stim198_3_3_2_4.obj	ordered	True	500	-0.0867631137371063	-0.3020532429218292	0.5139310359954834
sub-04	1	3	21	174	11	trained	active_sen	none	60	0	0	150	150	0	100	same	3000	1000	500	8000	165000	173000	False	0	1	polycubes_stim174_2_4_2_3.obj	polycubes_stim174_2_4_2_3.obj	ordered	True	500	0.2757171392440796	-0.1373978406190872	-0.081407219171524
sub-04	1	3	22	184	11	trained	active_sen	none	60	0	0	150	150	0	100	mirror	3000	1000	500	8000	173000	181000	False	0	1	polycubes_stim184_2_4_2_3.obj	polycubes_stim184_2_4_2_3.obj	ordered	True	500	-0.0403886437416076	0.7218032479286194	-0.9803955554962158
sub-04	1	3	23	184	11	trained	active_sen	none	60	0	0	150	150	0	100	mirror	3000	1000	500	8000	181000	189000	False	0	1	polycubes_stim184_2_4_2_3.obj	polycubes_stim184_2_4_2_3.obj	ordered	True	500	-0.0403886437416076	0.7218032479286194	-0.9803955554962158
sub-04	1	3	24	61	9	trained	active_sen	none	60	0	0	150	150	0	100	mirror	3000	1000	500	8000	189000	197000	False	0	1	polycubes_stim061_2_2_2_3.obj	polycubes_stim061_2_2_2_3.obj	ordered	True	500	0.2438110709190368	-0.1792860478162765	0.0097377225756645
sub-04	1	3	25	213	12	trained	active_sen	none	60	0	0	150	150	0	50	same	3000	1000	500	8000	197000	205000	False	0	1	polycubes_stim213_2_4_2_4.obj	polycubes_stim213_2_4_2_4.obj	ordered	True	500	-0.9886188507080078	0.1365023702383041	0.7955753207206726
sub-04	1	3	26	75	11	trained	active_sen	none	60	0	0	150	150	0	50	mirror	3000	1000	500	8000	205000	213000	False	0	1	polycubes_stim075_2_3_3_3.obj	polycubes_stim075_2_3_3_3.obj	ordered	True	500	-0.1507512032985687	-0.3208411931991577	0.604489266872406
sub-04	1	3	27	143	11	trained	active_sen	none	60	0	0	150	150	0	50	same	3000	1000	500	8000	213000	221000	False	0	1	polycubes_stim143_2_2_4_3.obj	polycubes_stim143_2_2_4_3.obj	ordered	True	500	-0.5760364532470703	0.0418066717684268	0.5169128775596619
sub-04	1	3	28	213	12	trained	active_sen	none	60	0	0	150	150	0	0	mirror	3000	1000	500	8000	221000	229000	False	0	1	polycubes_stim213_2_4_2_4.obj	polycubes_stim213_2_4_2_4.obj	ordered	True	500	-0.9886188507080078	0.1365023702383041	0.7955753207206726
sub-04	1	3	29	143	11	trained	active_sen	none	60	0	0	150	150	0	50	mirror	3000	1000	500	8000	229000	237000	False	0	1	polycubes_stim143_2_2_4_3.obj	polycubes_stim143_2_2_4_3.obj	ordered	True	500	-0.5760364532470703	0.0418066717684268	0.5169128775596619
sub-04	1	3	30	8	9	trained	active_sen	none	60	0	0	150	150	0	100	mirror	3000	1000	500	8000	237000	245000	False	0	1	polycubes_stim008_2_2_3_2.obj	polycubes_stim008_2_2_3_2.obj	ordered	True	500	0.0716556161642074	0.3407922983169555	-0.5536088347434998
sub-04	1	3	31	193	12	trained	active_sen	none	60	0	0	150	150	0	0	mirror	3000	1000	500	8000	245000	253000	False	0	1	polycubes_stim193_2_3_4_3.obj	polycubes_stim193_2_3_4_3.obj	ordered	True	500	0.1088163405656814	0.2050309926271438	-0.3987740278244018
sub-04	1	3	32	48	9	trained	active_sen	none	60	0	0	150	150	0	100	same	3000	1000	500	8000	253000	261000	False	0	1	polycubes_stim048_2_2_3_2.obj	polycubes_stim048_2_2_3_2.obj	ordered	True	500	0.4931648075580597	-0.5191960334777832	0.2410894185304641
sub-04	1	3	33	56	11	trained	active_sen	none	60	0	0	150	150	0	50	mirror	3000	1000	500	8000	261000	269000	False	0	1	polycubes_stim056_3_3_2_3.obj	polycubes_stim056_3_3_2_3.obj	ordered	True	500	0.5248880386352539	-0.4050444662570953	0.0479314178228378
sub-04	1	3	34	143	11	trained	active_sen	none	60	0	0	150	150	0	50	mirror	3000	1000	500	8000	269000	277000	False	0	1	polycubes_stim143_2_2_4_3.obj	polycubes_stim143_2_2_4_3.obj	ordered	True	500	-0.5760364532470703	0.0418066717684268	0.5169128775596619
sub-04	1	3	35	198	12	trained	active_sen	none	60	0	0	150	150	0	0	mirror	3000	1000	500	8000	277000	285000	False	0	1	polycubes_stim198_3_3_2_4.obj	polycubes_stim198_3_3_2_4.obj	ordered	True	500	-0.0867631137371063	-0.3020532429218292	0.5139310359954834
sub-04	1	3	36	198	12	trained	active_sen	none	60	0	0	150	150	0	150	mirror	3000	1000	500	8000	285000	293000	False	0	1	polycubes_stim198_3_3_2_4.obj	polycubes_stim198_3_3_2_4.obj	ordered	True	500	-0.0867631137371063	-0.3020532429218292	0.5139310359954834
sub-04	1	3	37	41	10	trained	active_sen	none	60	0	0	150	150	0	0	mirror	3000	1000	500	8000	293000	301000	False	0	1	polycubes_stim041_2_2_3_3.obj	polycubes_stim041_2_2_3_3.obj	ordered	True	500	0.5218170881271362	-0.0303658600896596	-0.4788733124732971
sub-04	1	3	38	112	11	trained	active_sen	none	60	0	0	150	150	0	150	same	3000	1000	500	8000	301000	309000	False	0	1	polycubes_stim112_2_2_3_4.obj	polycubes_stim112_2_2_3_4.obj	ordered	True	500	0.7476732730865479	-0.6510570645332336	0.1730605661869049
sub-04	1	3	39	198	12	trained	active_sen	none	60	0	0	150	150	0	100	same	3000	1000	500	8000	309000	317000	False	0	1	polycubes_stim198_3_3_2_4.obj	polycubes_stim198_3_3_2_4.obj	ordered	True	500	-0.0867631137371063	-0.3020532429218292	0.5139310359954834
sub-04	1	3	40	131	11	trained	active_sen	none	60	0	0	150	150	0	150	mirror	3000	1000	500	8000	317000	325000	True	5000	1	polycubes_stim131_4_2_3_2.obj	polycubes_stim131_4_2_3_2.obj	ordered	True	500	-0.0269109010696411	-0.3868694901466369	0.5740270614624023
sub-04	1	3	41	28	9	trained	active_sen	none	60	0	0	150	150	0	0	mirror	3000	1000	500	8000	330000	338000	False	0	1	polycubes_stim028_2_2_2_3.obj	polycubes_stim028_2_2_2_3.obj	ordered	True	500	0.1599613428115844	-0.5028956532478333	0.5512406229972839
sub-04	1	3	42	9	11	trained	active_sen	none	60	0	0	150	150	0	0	same	3000	1000	500	8000	338000	346000	False	0	1	polycubes_stim009_2_3_3_3.obj	polycubes_stim009_2_3_3_3.obj	ordered	True	500	-0.007269412279129	0.6002535820007324	-0.8416175246238708
sub-04	1	3	43	198	12	trained	active_sen	none	60	0	0	150	150	0	50	mirror	3000	1000	500	8000	346000	354000	False	0	1	polycubes_stim198_3_3_2_4.obj	polycubes_stim198_3_3_2_4.obj	ordered	True	500	-0.0867631137371063	-0.3020532429218292	0.5139310359954834
sub-04	1	3	44	219	12	trained	active_sen	none	60	0	0	150	150	0	100	mirror	3000	1000	500	8000	354000	362000	False	0	1	polycubes_stim219_3_2_3_4.obj	polycubes_stim219_3_2_3_4.obj	ordered	True	500	0.0068964958190917	-0.3496316075325012	0.4875573515892029
sub-04	1	3	45	19	9	trained	active_sen	none	60	0	0	150	150	0	50	mirror	3000	1000	500	8000	362000	370000	False	0	1	polycubes_stim019_2_2_3_2.obj	polycubes_stim019_2_2_3_2.obj	ordered	True	500	-0.0426199808716774	0.2212005108594894	-0.2702048420906067
sub-04	1	3	46	117	10	trained	active_sen	none	60	0	0	150	150	0	100	mirror	3000	1000	500	8000	370000	378000	False	0	1	polycubes_stim117_2_2_3_3.obj	polycubes_stim117_2_2_3_3.obj	ordered	True	500	-0.3864472806453705	-0.0283350925892591	0.4265191853046417
sub-04	1	3	47	213	12	trained	active_sen	none	60	0	0	150	150	0	0	same	3000	1000	500	8000	378000	386000	False	0	1	polycubes_stim213_2_4_2_4.obj	polycubes_stim213_2_4_2_4.obj	ordered	True	500	-0.9886188507080078	0.1365023702383041	0.7955753207206726
sub-04	1	3	48	213	12	trained	active_sen	none	60	0	0	150	150	0	150	mirror	3000	1000	500	8000	386000	394000	False	0	1	polycubes_stim213_2_4_2_4.obj	polycubes_stim213_2_4_2_4.obj	ordered	True	500	-0.9886188507080078	0.1365023702383041	0.7955753207206726
sub-04	1	3	49	148	11	trained	active_sen	none	60	0	0	150	150	0	50	same	3000	1000	500	8000	394000	402000	False	0	1	polycubes_stim148_2_4_2_3.obj	polycubes_stim148_2_4_2_3.obj	ordered	True	500	0.2289154827594757	-0.7697283625602722	0.8596450090408325
sub-04	1	3	50	143	11	trained	active_sen	none	60	0	0	150	150	0	100	same	3000	1000	500	8000	402000	410000	False	0	1	polycubes_stim143_2_2_4_3.obj	polycubes_stim143_2_2_4_3.obj	ordered	True	500	-0.5760364532470703	0.0418066717684268	0.5169128775596619
sub-04	1	3	51	202	12	trained	active_sen	none	60	0	0	150	150	0	50	same	3000	1000	500	8000	410000	418000	False	0	1	polycubes_stim202_4_2_4_2.obj	polycubes_stim202_4_2_4_2.obj	ordered	True	500	0.2247802317142486	-0.0331270992755889	-0.1779314279556274
sub-04	1	3	52	61	9	trained	active_sen	none	60	0	0	150	150	0	100	mirror	3000	1000	500	8000	418000	426000	False	0	1	polycubes_stim061_2_2_2_3.obj	polycubes_stim061_2_2_2_3.obj	ordered	True	500	0.2438110709190368	-0.1792860478162765	0.0097377225756645
sub-04	1	3	53	27	11	trained	active_sen	none	60	0	0	150	150	0	100	same	3000	1000	500	8000	426000	434000	False	0	1	polycubes_stim027_2_4_3_2.obj	polycubes_stim027_2_4_3_2.obj	ordered	True	500	-0.1286996304988861	-0.4534026086330414	0.7699078917503357
sub-04	1	3	54	129	12	trained	active_sen	none	60	0	0	150	150	0	150	same	3000	1000	500	8000	434000	442000	False	0	1	polycubes_stim129_2_3_3_4.obj	polycubes_stim129_2_3_3_4.obj	ordered	True	500	-0.3150979876518249	-0.0464306995272636	0.3807609379291534
sub-04	1	3	55	184	11	trained	active_sen	none	60	0	0	150	150	0	50	mirror	3000	1000	500	8000	442000	450000	False	0	1	polycubes_stim184_2_4_2_3.obj	polycubes_stim184_2_4_2_3.obj	ordered	True	500	-0.0403886437416076	0.7218032479286194	-0.9803955554962158
sub-04	1	3	56	72	11	trained	active_sen	none	60	0	0	150	150	0	150	same	3000	1000	500	8000	450000	458000	False	0	1	polycubes_stim072_3_4_2_2.obj	polycubes_stim072_3_4_2_2.obj	ordered	True	500	0.5510143637657166	0.0584829151630401	-0.6337217092514038
sub-04	1	3	57	159	12	trained	active_sen	none	60	0	0	150	150	0	150	mirror	3000	1000	500	8000	458000	466000	False	0	1	polycubes_stim159_2_3_4_3.obj	polycubes_stim159_2_3_4_3.obj	ordered	True	500	-0.2200651466846466	0.0915115922689437	0.090648166835308
sub-04	1	3	58	19	9	trained	active_sen	none	60	0	0	150	150	0	0	same	3000	1000	500	8000	466000	474000	False	0	1	polycubes_stim019_2_2_3_2.obj	polycubes_stim019_2_2_3_2.obj	ordered	True	500	-0.0426199808716774	0.2212005108594894	-0.2702048420906067
sub-04	1	3	59	106	10	trained	active_sen	none	60	0	0	150	150	0	100	same	3000	1000	500	8000	474000	482000	False	0	1	polycubes_stim106_2_2_3_3.obj	polycubes_stim106_2_2_3_3.obj	ordered	True	500	-0.2270379811525344	0.0724867284297943	0.124526247382164
sub-04	1	3	60	28	9	trained	active_sen	none	60	0	0	150	150	0	0	same	3000	1000	500	8000	482000	490000	True	5000	1	polycubes_stim028_2_2_2_3.obj	polycubes_stim028_2_2_2_3.obj	ordered	True	500	0.1599613428115844	-0.5028956532478333	0.5512406229972839
sub-04	1	3	61	116	12	trained	active_sen	none	60	0	0	150	150	0	100	same	3000	1000	500	8000	495000	503000	False	0	1	polycubes_stim116_3_3_4_2.obj	polycubes_stim116_3_3_4_2.obj	ordered	True	500	0.4728405177593231	-0.4947326481342315	0.2268172204494476
sub-04	1	3	62	118	12	trained	active_sen	none	60	0	0	150	150	0	50	same	3000	1000	500	8000	503000	511000	False	0	1	polycubes_stim118_4_2_2_4.obj	polycubes_stim118_4_2_2_4.obj	ordered	True	500	-0.7770999670028687	0.3892782330513	0.2265773117542266
sub-04	1	3	63	159	12	trained	active_sen	none	60	0	0	150	150	0	100	mirror	3000	1000	500	8000	511000	519000	False	0	1	polycubes_stim159_2_3_4_3.obj	polycubes_stim159_2_3_4_3.obj	ordered	True	500	-0.2200651466846466	0.0915115922689437	0.090648166835308
sub-04	1	3	64	213	12	trained	active_sen	none	60	0	0	150	150	0	0	same	3000	1000	500	8000	519000	527000	False	0	1	polycubes_stim213_2_4_2_4.obj	polycubes_stim213_2_4_2_4.obj	ordered	True	500	-0.9886188507080078	0.1365023702383041	0.7955753207206726
