sn	ses	run	trial	object	n_cubes	stimulus_type	task_version	scaffold	rotation_speed	start_orientation	end_orientation	angle	stim2_orientation	same_mirror	stim_dur_ms	isi_ms	iti_ms	trial_dur_ms	start_time	end_time	has_rest_after	rest_after_ms	order_1	stim1_name	stim2_name	condition	show_feedback	feedback_dur_ms
sub-02	2	5	35	3	11	trained_shared	passive	none	0	0	0	50	50	same	3000	1000	500	8000	277000	285000	False	0	1	polycubes_stim3_2_2_3_4.obj	polycubes_stim3_2_2_3_4.obj	ordered	True	500
sub-02	2	5	36	166	12	novel_test	passive	none	0	0	0	0	0	same	3000	1000	500	8000	285000	293000	False	0	1	polycubes_stim166_3_2_4_3.obj	polycubes_stim166_3_2_4_3.obj	ordered	True	500
sub-02	2	5	37	71	11	novel_test	passive	none	0	0	0	50	50	same	3000	1000	500	8000	293000	301000	False	0	1	polycubes_stim71_3_3_2_3.obj	polycubes_stim71_3_3_2_3.obj	ordered	True	500
sub-02	2	5	38	104	11	novel_test	passive	none	0	0	0	0	0	same	3000	1000	500	8000	301000	309000	False	0	1	polycubes_stim104_2_3_2_4.obj	polycubes_stim104_2_3_2_4.obj	ordered	True	500
sub-02	2	5	39	71	11	novel_test	passive	none	0	0	0	0	0	same	3000	1000	500	8000	309000	317000	False	0	1	polycubes_stim71_3_3_2_3.obj	polycubes_stim71_3_3_2_3.obj	ordered	True	500
sub-02	2	5	40	10	11	trained_shared	passive	none	0	0	0	150	150	same	3000	1000	500	8000	317000	325000	True	5000	1	polycubes_stim10_4_3_2_2.obj	polycubes_stim10_4_3_2_2.obj	ordered	True	500
sub-02	2	5	41	189	12	novel_test	passive	none	0	0	0	0	0	mirror	3000	1000	500	8000	330000	338000	False	0	1	polycubes_stim189_2_3_4_3.obj	polycubes_stim189_2_3_4_3.obj	ordered	True	500
sub-02	2	5	42	93	12	novel_test	passive	none	0	0	0	50	50	same	3000	1000	500	8000	338000	346000	False	0	1	polycubes_stim93_3_2_4_3.obj	polycubes_stim93_3_2_4_3.obj	ordered	True	500
sub-02	2	5	43	122	12	trained_shared	passive	none	0	0	0	150	150	same	3000	1000	500	8000	346000	354000	False	0	1	polycubes_stim122_4_3_3_2.obj	polycubes_stim122_4_3_3_2.obj	ordered	True	500
sub-02	2	5	44	109	11	trained_shared	passive	none	0	0	0	0	0	same	3000	1000	500	8000	354000	362000	False	0	1	polycubes_stim109_3_2_3_3.obj	polycubes_stim109_3_2_3_3.obj	ordered	True	500
sub-02	2	5	45	133	11	trained_shared	passive	none	0	0	0	0	0	same	3000	1000	500	8000	362000	370000	False	0	1	polycubes_stim133_3_2_2_4.obj	polycubes_stim133_3_2_2_4.obj	ordered	True	500
sub-02	2	5	46	35	10	trained_shared	passive	none	0	0	0	150	150	mirror	3000	1000	500	8000	370000	378000	False	0	1	polycubes_stim35_2_3_2_3.obj	polycubes_stim35_2_3_2_3.obj	ordered	True	500
sub-02	2	5	47	8	10	trained_shared	passive	none	0	0	0	0	0	same	3000	1000	500	8000	378000	386000	False	0	1	polycubes_stim8_3_3_2_2.obj	polycubes_stim8_3_3_2_2.obj	ordered	True	500
sub-02	2	5	48	136	11	novel_test	passive	none	0	0	0	100	100	same	3000	1000	500	8000	386000	394000	False	0	1	polycubes_stim136_2_3_3_3.obj	polycubes_stim136_2_3_3_3.obj	ordered	True	500
sub-02	2	5	49	135	12	trained_shared	passive	none	0	0	0	100	100	same	3000	1000	500	8000	394000	402000	False	0	1	polycubes_stim135_3_3_3_3.obj	polycubes_stim135_3_3_3_3.obj	ordered	True	500
sub-02	2	5	50	118	12	novel_test	passive	none	0	0	0	150	150	mirror	3000	1000	500	8000	402000	410000	False	0	1	polycubes_stim118_4_3_2_3.obj	polycubes_stim118_4_3_2_3.obj	ordered	True	500
sub-02	2	5	51	72	11	novel_test	passive	none	0	0	0	50	50	mirror	3000	1000	500	8000	410000	418000	False	0	1	polycubes_stim72_2_2_4_3.obj	polycubes_stim72_2_2_4_3.obj	ordered	True	500
sub-02	2	5	52	46	11	trained_shared	passive	none	0	0	0	0	0	mirror	3000	1000	500	8000	418000	426000	False	0	1	polycubes_stim46_3_3_3_2.obj	polycubes_stim46_3_3_3_2.obj	ordered	True	500
sub-02	2	5	53	114	12	novel_test	passive	none	0	0	0	0	0	same	3000	1000	500	8000	426000	434000	False	0	1	polycubes_stim114_2_2_4_4.obj	polycubes_stim114_2_2_4_4.obj	ordered	True	500
sub-02	2	5	54	71	11	novel_test	passive	none	0	0	0	100	100	mirror	3000	1000	500	8000	434000	442000	False	0	1	polycubes_stim71_3_3_2_3.obj	polycubes_stim71_3_3_2_3.obj	ordered	True	500
sub-02	2	5	55	114	12	novel_test	passive	none	0	0	0	150	150	same	3000	1000	500	8000	442000	450000	False	0	1	polycubes_stim114_2_2_4_4.obj	polycubes_stim114_2_2_4_4.obj	ordered	True	500
sub-02	2	5	56	12	11	trained_shared	passive	none	0	0	0	150	150	mirror	3000	1000	500	8000	450000	458000	False	0	1	polycubes_stim12_3_2_4_2.obj	polycubes_stim12_3_2_4_2.obj	ordered	True	500
sub-02	2	5	57	155	12	novel_test	passive	none	0	0	0	50	50	mirror	3000	1000	500	8000	458000	466000	False	0	1	polycubes_stim155_4_3_3_2.obj	polycubes_stim155_4_3_3_2.obj	ordered	True	500
sub-02	2	5	58	94	10	trained_shared	passive	none	0	0	0	50	50	mirror	3000	1000	500	8000	466000	474000	False	0	1	polycubes_stim94_2_3_2_3.obj	polycubes_stim94_2_3_2_3.obj	ordered	True	500
sub-02	2	5	59	11	11	novel_test	passive	none	0	0	0	50	50	mirror	3000	1000	500	8000	474000	482000	False	0	1	polycubes_stim11_4_2_3_2.obj	polycubes_stim11_4_2_3_2.obj	ordered	True	500
sub-02	2	5	60	156	11	trained_shared	passive	none	0	0	0	100	100	mirror	3000	1000	500	8000	482000	490000	True	5000	1	polycubes_stim156_2_2_3_4.obj	polycubes_stim156_2_2_3_4.obj	ordered	True	500
sub-02	2	5	61	175	12	trained_shared	passive	none	0	0	0	50	50	mirror	3000	1000	500	8000	495000	503000	False	0	1	polycubes_stim175_4_2_2_4.obj	polycubes_stim175_4_2_2_4.obj	ordered	True	500
sub-02	2	5	62	158	12	novel_test	passive	none	0	0	0	100	100	same	3000	1000	500	8000	503000	511000	False	0	1	polycubes_stim158_4_2_3_3.obj	polycubes_stim158_4_2_3_3.obj	ordered	True	500
sub-02	2	5	63	192	12	trained_shared	passive	none	0	0	0	0	0	same	3000	1000	500	8000	511000	519000	False	0	1	polycubes_stim192_2_4_3_3.obj	polycubes_stim192_2_4_3_3.obj	ordered	True	500
sub-02	2	5	64	136	11	novel_test	passive	none	0	0	0	100	100	mirror	3000	1000	500	8000	519000	527000	False	0	1	polycubes_stim136_2_3_3_3.obj	polycubes_stim136_2_3_3_3.obj	ordered	True	500
