sn	ses	run	trial	object	n_cubes	stimulus_type	task_version	scaffold	rotation_speed	start_orientation	end_orientation	angle	same_mirror	stim_dur_ms	isi_ms	iti_ms	trial_dur_ms	start_time	end_time	has_rest_after	rest_after_ms	order_1	stim1_name	stim2_name	condition	show_feedback	feedback_dur_ms
sub-02	2	3	11	143	11	training_only	active_vis	late	60	190	10	150	mirror	3000	1000	500	8000	80000	88000	False	0	1	polycubes_stim143_2_4_2_3.obj	polycubes_stim143_2_4_2_3.obj	ordered	True	500
sub-02	2	3	12	117	11	training_only	active_vis	late	60	140	320	100	mirror	3000	1000	500	8000	88000	96000	False	0	1	polycubes_stim117_2_3_2_4.obj	polycubes_stim117_2_3_2_4.obj	ordered	True	500
sub-02	2	3	13	198	12	training_only	active_vis	late	60	90	270	50	mirror	3000	1000	500	8000	96000	104000	False	0	1	polycubes_stim198_3_3_2_4.obj	polycubes_stim198_3_3_2_4.obj	ordered	True	500
sub-02	2	3	14	126	12	trained_shared	active_vis	late	60	90	270	50	mirror	3000	1000	500	8000	104000	112000	False	0	1	polycubes_stim126_3_2_3_4.obj	polycubes_stim126_3_2_3_4.obj	ordered	True	500
sub-02	2	3	15	96	11	trained_shared	active_vis	late	60	140	320	100	same	3000	1000	500	8000	112000	120000	False	0	1	polycubes_stim96_3_2_2_4.obj	polycubes_stim96_3_2_2_4.obj	ordered	True	500
sub-02	2	3	16	57	11	trained_shared	active_vis	late	60	190	10	150	same	3000	1000	500	8000	120000	128000	False	0	1	polycubes_stim57_2_3_2_4.obj	polycubes_stim57_2_3_2_4.obj	ordered	True	500
sub-02	2	3	17	58	10	trained_shared	active_vis	late	60	0	180	0	same	3000	1000	500	8000	128000	136000	False	0	1	polycubes_stim58_2_2_3_3.obj	polycubes_stim58_2_2_3_3.obj	ordered	True	500
sub-02	2	3	18	176	12	trained_shared	active_vis	late	60	140	320	100	mirror	3000	1000	500	8000	136000	144000	False	0	1	polycubes_stim176_2_3_4_3.obj	polycubes_stim176_2_3_4_3.obj	ordered	True	500
sub-02	2	3	19	15	10	trained_shared	active_vis	late	60	190	10	150	same	3000	1000	500	8000	144000	152000	False	0	1	polycubes_stim15_3_2_3_2.obj	polycubes_stim15_3_2_3_2.obj	ordered	True	500
sub-02	2	3	20	153	12	trained_shared	active_vis	late	60	190	10	150	mirror	3000	1000	500	8000	152000	160000	True	5000	1	polycubes_stim153_2_4_4_2.obj	polycubes_stim153_2_4_4_2.obj	ordered	True	500
sub-02	2	3	21	143	11	training_only	active_vis	late	60	140	320	100	same	3000	1000	500	8000	165000	173000	False	0	1	polycubes_stim143_2_4_2_3.obj	polycubes_stim143_2_4_2_3.obj	ordered	True	500
sub-02	2	3	22	26	10	training_only	active_vis	late	60	190	10	150	same	3000	1000	500	8000	173000	181000	False	0	1	polycubes_stim26_2_4_2_2.obj	polycubes_stim26_2_4_2_2.obj	ordered	True	500
sub-02	2	3	23	77	11	training_only	active_vis	late	60	0	180	0	mirror	3000	1000	500	8000	181000	189000	False	0	1	polycubes_stim77_3_2_3_3.obj	polycubes_stim77_3_2_3_3.obj	ordered	True	500
sub-02	2	3	24	89	10	training_only	active_vis	late	60	140	320	100	same	3000	1000	500	8000	189000	197000	False	0	1	polycubes_stim89_2_2_3_3.obj	polycubes_stim89_2_2_3_3.obj	ordered	True	500
sub-02	2	3	25	141	12	training_only	active_vis	late	60	140	320	100	mirror	3000	1000	500	8000	197000	205000	False	0	1	polycubes_stim141_3_3_2_4.obj	polycubes_stim141_3_3_2_4.obj	ordered	True	500
sub-02	2	3	26	143	11	training_only	active_vis	late	60	190	10	150	same	3000	1000	500	8000	205000	213000	False	0	1	polycubes_stim143_2_4_2_3.obj	polycubes_stim143_2_4_2_3.obj	ordered	True	500
sub-02	2	3	27	20	11	training_only	active_vis	late	60	0	180	0	mirror	3000	1000	500	8000	213000	221000	False	0	1	polycubes_stim20_2_4_2_3.obj	polycubes_stim20_2_4_2_3.obj	ordered	True	500
sub-02	2	3	28	58	10	trained_shared	active_vis	late	60	0	180	0	mirror	3000	1000	500	8000	221000	229000	False	0	1	polycubes_stim58_2_2_3_3.obj	polycubes_stim58_2_2_3_3.obj	ordered	True	500
sub-02	2	3	29	136	11	trained_shared	active_vis	late	60	140	320	100	same	3000	1000	500	8000	229000	237000	False	0	1	polycubes_stim136_2_3_3_3.obj	polycubes_stim136_2_3_3_3.obj	ordered	True	500
sub-02	2	3	30	199	12	trained_shared	active_vis	late	60	90	270	50	same	3000	1000	500	8000	237000	245000	False	0	1	polycubes_stim199_2_3_3_4.obj	polycubes_stim199_2_3_3_4.obj	ordered	True	500
sub-02	2	3	31	139	11	trained_shared	active_vis	late	60	90	270	50	same	3000	1000	500	8000	245000	253000	False	0	1	polycubes_stim139_2_4_3_2.obj	polycubes_stim139_2_4_3_2.obj	ordered	True	500
sub-02	2	3	32	161	12	training_only	active_vis	late	60	190	10	150	mirror	3000	1000	500	8000	253000	261000	False	0	1	polycubes_stim161_4_2_2_4.obj	polycubes_stim161_4_2_2_4.obj	ordered	True	500
sub-02	2	3	33	129	11	training_only	active_vis	late	60	190	10	150	mirror	3000	1000	500	8000	261000	269000	False	0	1	polycubes_stim129_2_2_4_3.obj	polycubes_stim129_2_2_4_3.obj	ordered	True	500
sub-02	2	3	34	59	10	trained_shared	active_vis	late	60	0	180	0	same	3000	1000	500	8000	269000	277000	False	0	1	polycubes_stim59_2_2_2_4.obj	polycubes_stim59_2_2_2_4.obj	ordered	True	500
sub-02	2	3	35	187	12	training_only	active_vis	late	60	190	10	150	same	3000	1000	500	8000	277000	285000	False	0	1	polycubes_stim187_4_2_2_4.obj	polycubes_stim187_4_2_2_4.obj	ordered	True	500
sub-02	2	3	36	136	11	trained_shared	active_vis	late	60	140	320	100	mirror	3000	1000	500	8000	285000	293000	False	0	1	polycubes_stim136_2_3_3_3.obj	polycubes_stim136_2_3_3_3.obj	ordered	True	500
sub-02	2	3	37	90	11	trained_shared	active_vis	late	60	0	180	0	same	3000	1000	500	8000	293000	301000	False	0	1	polycubes_stim90_2_3_3_3.obj	polycubes_stim90_2_3_3_3.obj	ordered	True	500
sub-02	2	3	38	117	11	training_only	active_vis	late	60	140	320	100	same	3000	1000	500	8000	301000	309000	False	0	1	polycubes_stim117_2_3_2_4.obj	polycubes_stim117_2_3_2_4.obj	ordered	True	500
sub-02	2	3	39	15	10	trained_shared	active_vis	late	60	190	10	150	same	3000	1000	500	8000	309000	317000	False	0	1	polycubes_stim15_3_2_3_2.obj	polycubes_stim15_3_2_3_2.obj	ordered	True	500
sub-02	2	3	40	199	12	trained_shared	active_vis	late	60	0	180	0	mirror	3000	1000	500	8000	317000	325000	True	5000	1	polycubes_stim199_2_3_3_4.obj	polycubes_stim199_2_3_3_4.obj	ordered	True	500
sub-02	2	3	41	22	10	trained_shared	active_vis	late	60	190	10	150	same	3000	1000	500	8000	330000	338000	False	0	1	polycubes_stim22_2_2_2_4.obj	polycubes_stim22_2_2_2_4.obj	ordered	True	500
sub-02	2	3	42	53	10	training_only	active_vis	late	60	0	180	0	same	3000	1000	500	8000	338000	346000	False	0	1	polycubes_stim53_3_3_2_2.obj	polycubes_stim53_3_3_2_2.obj	ordered	True	500
sub-02	2	3	43	140	11	trained_shared	active_vis	late	60	0	180	0	mirror	3000	1000	500	8000	346000	354000	False	0	1	polycubes_stim140_4_2_2_3.obj	polycubes_stim140_4_2_2_3.obj	ordered	True	500
sub-02	2	3	44	58	10	trained_shared	active_vis	late	60	140	320	100	same	3000	1000	500	8000	354000	362000	False	0	1	polycubes_stim58_2_2_3_3.obj	polycubes_stim58_2_2_3_3.obj	ordered	True	500
sub-02	2	3	45	198	12	training_only	active_vis	late	60	0	180	0	same	3000	1000	500	8000	362000	370000	False	0	1	polycubes_stim198_3_3_2_4.obj	polycubes_stim198_3_3_2_4.obj	ordered	True	500
sub-02	2	3	46	153	12	trained_shared	active_vis	late	60	90	270	50	same	3000	1000	500	8000	370000	378000	False	0	1	polycubes_stim153_2_4_4_2.obj	polycubes_stim153_2_4_4_2.obj	ordered	True	500
sub-02	2	3	47	143	11	training_only	active_vis	late	60	90	270	50	same	3000	1000	500	8000	378000	386000	False	0	1	polycubes_stim143_2_4_2_3.obj	polycubes_stim143_2_4_2_3.obj	ordered	True	500
sub-02	2	3	48	65	10	trained_shared	active_vis	late	60	0	180	0	mirror	3000	1000	500	8000	386000	394000	False	0	1	polycubes_stim65_2_2_4_2.obj	polycubes_stim65_2_2_4_2.obj	ordered	True	500
sub-02	2	3	49	7	10	training_only	active_vis	late	60	90	270	50	same	3000	1000	500	8000	394000	402000	False	0	1	polycubes_stim7_3_2_3_2.obj	polycubes_stim7_3_2_3_2.obj	ordered	True	500
sub-02	2	3	50	168	12	training_only	active_vis	late	60	140	320	100	mirror	3000	1000	500	8000	402000	410000	False	0	1	polycubes_stim168_3_4_2_3.obj	polycubes_stim168_3_4_2_3.obj	ordered	True	500
sub-02	2	3	51	61	12	training_only	active_vis	late	60	0	180	0	same	3000	1000	500	8000	410000	418000	False	0	1	polycubes_stim61_4_2_2_4.obj	polycubes_stim61_4_2_2_4.obj	ordered	True	500
sub-02	2	3	52	89	10	training_only	active_vis	late	60	0	180	0	mirror	3000	1000	500	8000	418000	426000	False	0	1	polycubes_stim89_2_2_3_3.obj	polycubes_stim89_2_2_3_3.obj	ordered	True	500
sub-02	2	3	53	188	12	training_only	active_vis	late	60	0	180	0	mirror	3000	1000	500	8000	426000	434000	False	0	1	polycubes_stim188_2_4_4_2.obj	polycubes_stim188_2_4_4_2.obj	ordered	True	500
sub-02	2	3	54	191	12	trained_shared	active_vis	late	60	140	320	100	same	3000	1000	500	8000	434000	442000	False	0	1	polycubes_stim191_4_4_2_2.obj	polycubes_stim191_4_4_2_2.obj	ordered	True	500
sub-02	2	3	55	82	10	trained_shared	active_vis	late	60	90	270	50	mirror	3000	1000	500	8000	442000	450000	False	0	1	polycubes_stim82_2_2_4_2.obj	polycubes_stim82_2_2_4_2.obj	ordered	True	500
sub-02	2	3	56	20	11	training_only	active_vis	late	60	90	270	50	mirror	3000	1000	500	8000	450000	458000	False	0	1	polycubes_stim20_2_4_2_3.obj	polycubes_stim20_2_4_2_3.obj	ordered	True	500
sub-02	2	3	57	72	11	training_only	active_vis	late	60	90	270	50	same	3000	1000	500	8000	458000	466000	False	0	1	polycubes_stim72_2_2_4_3.obj	polycubes_stim72_2_2_4_3.obj	ordered	True	500
sub-02	2	3	58	11	11	trained_shared	active_vis	late	60	190	10	150	mirror	3000	1000	500	8000	466000	474000	False	0	1	polycubes_stim11_4_2_3_2.obj	polycubes_stim11_4_2_3_2.obj	ordered	True	500
sub-02	2	3	59	174	12	trained_shared	active_vis	late	60	140	320	100	mirror	3000	1000	500	8000	474000	482000	False	0	1	polycubes_stim174_2_2_4_4.obj	polycubes_stim174_2_2_4_4.obj	ordered	True	500
sub-02	2	3	60	150	11	training_only	active_vis	late	60	90	270	50	mirror	3000	1000	500	8000	482000	490000	True	5000	1	polycubes_stim150_2_2_4_3.obj	polycubes_stim150_2_2_4_3.obj	ordered	True	500
sub-02	2	3	61	51	10	trained_shared	active_vis	late	60	90	270	50	mirror	3000	1000	500	8000	495000	503000	False	0	1	polycubes_stim51_2_2_2_4.obj	polycubes_stim51_2_2_2_4.obj	ordered	True	500
sub-02	2	3	62	77	11	training_only	active_vis	late	60	190	10	150	same	3000	1000	500	8000	503000	511000	False	0	1	polycubes_stim77_3_2_3_3.obj	polycubes_stim77_3_2_3_3.obj	ordered	True	500
sub-02	2	3	63	5	10	trained_shared	active_vis	late	60	190	10	150	mirror	3000	1000	500	8000	511000	519000	False	0	1	polycubes_stim5_4_2_2_2.obj	polycubes_stim5_4_2_2_2.obj	ordered	True	500
sub-02	2	3	64	69	11	trained_shared	active_vis	late	60	140	320	100	mirror	3000	1000	500	8000	519000	527000	False	0	1	polycubes_stim69_3_2_2_4.obj	polycubes_stim69_3_2_2_4.obj	ordered	True	500
