sn	ses	run	trial	object	n_cubes	stimulus_type	task_version	scaffold	rotation_speed	start_orientation	end_orientation	angle	stim2_orientation	same_mirror	stim_dur_ms	isi_ms	iti_ms	trial_dur_ms	start_time	end_time	has_rest_after	rest_after_ms	order_1	stim1_name	stim2_name	condition	show_feedback	feedback_dur_ms
sub-02	1	1	11	91	11	pretraining	passive	none	0	0	0	150	150	mirror	3000	1000	500	8000	80000	88000	False	0	1	polycubes_stim91_3_3_2_3.obj	polycubes_stim91_3_3_2_3.obj	ordered	True	500
sub-02	1	1	12	4	10	pretraining	passive	none	0	0	0	0	0	mirror	3000	1000	500	8000	88000	96000	False	0	1	polycubes_stim4_2_2_2_4.obj	polycubes_stim4_2_2_2_4.obj	ordered	True	500
sub-02	1	1	13	170	12	pretraining	passive	none	0	0	0	0	0	same	3000	1000	500	8000	96000	104000	False	0	1	polycubes_stim170_2_4_4_2.obj	polycubes_stim170_2_4_4_2.obj	ordered	True	500
sub-02	1	1	14	161	12	pretraining	passive	none	0	0	0	0	0	same	3000	1000	500	8000	104000	112000	False	0	1	polycubes_stim161_4_2_2_4.obj	polycubes_stim161_4_2_2_4.obj	ordered	True	500
sub-02	1	1	15	18	10	pretraining	passive	none	0	0	0	0	0	same	3000	1000	500	8000	112000	120000	False	0	1	polycubes_stim18_2_4_2_2.obj	polycubes_stim18_2_4_2_2.obj	ordered	True	500
sub-02	1	1	16	60	10	pretraining	passive	none	0	0	0	50	50	mirror	3000	1000	500	8000	120000	128000	False	0	1	polycubes_stim60_2_2_3_3.obj	polycubes_stim60_2_2_3_3.obj	ordered	True	500
sub-02	1	1	17	157	12	pretraining	passive	none	0	0	0	50	50	mirror	3000	1000	500	8000	128000	136000	False	0	1	polycubes_stim157_2_4_2_4.obj	polycubes_stim157_2_4_2_4.obj	ordered	True	500
sub-02	1	1	18	116	11	pretraining	passive	none	0	0	0	100	100	mirror	3000	1000	500	8000	136000	144000	False	0	1	polycubes_stim116_2_3_4_2.obj	polycubes_stim116_2_3_4_2.obj	ordered	True	500
sub-02	1	1	19	4	10	pretraining	passive	none	0	0	0	150	150	same	3000	1000	500	8000	144000	152000	False	0	1	polycubes_stim4_2_2_2_4.obj	polycubes_stim4_2_2_2_4.obj	ordered	True	500
sub-02	1	1	20	169	12	pretraining	passive	none	0	0	0	150	150	mirror	3000	1000	500	8000	152000	160000	True	5000	1	polycubes_stim169_2_4_2_4.obj	polycubes_stim169_2_4_2_4.obj	ordered	True	500
sub-02	1	1	21	105	12	pretraining	passive	none	0	0	0	100	100	mirror	3000	1000	500	8000	165000	173000	False	0	1	polycubes_stim105_4_2_3_3.obj	polycubes_stim105_4_2_3_3.obj	ordered	True	500
sub-02	1	1	22	107	11	pretraining	passive	none	0	0	0	150	150	same	3000	1000	500	8000	173000	181000	False	0	1	polycubes_stim107_2_3_4_2.obj	polycubes_stim107_2_3_4_2.obj	ordered	True	500
sub-02	1	1	23	157	12	pretraining	passive	none	0	0	0	0	0	same	3000	1000	500	8000	181000	189000	False	0	1	polycubes_stim157_2_4_2_4.obj	polycubes_stim157_2_4_2_4.obj	ordered	True	500
sub-02	1	1	24	171	12	pretraining	passive	none	0	0	0	0	0	mirror	3000	1000	500	8000	189000	197000	False	0	1	polycubes_stim171_2_4_4_2.obj	polycubes_stim171_2_4_4_2.obj	ordered	True	500
sub-02	1	1	25	99	12	pretraining	passive	none	0	0	0	0	0	mirror	3000	1000	500	8000	197000	205000	False	0	1	polycubes_stim99_2_2_4_4.obj	polycubes_stim99_2_2_4_4.obj	ordered	True	500
sub-02	1	1	26	169	12	pretraining	passive	none	0	0	0	150	150	mirror	3000	1000	500	8000	205000	213000	False	0	1	polycubes_stim169_2_4_2_4.obj	polycubes_stim169_2_4_2_4.obj	ordered	True	500
sub-02	1	1	27	49	11	pretraining	passive	none	0	0	0	100	100	same	3000	1000	500	8000	213000	221000	False	0	1	polycubes_stim49_4_3_2_2.obj	polycubes_stim49_4_3_2_2.obj	ordered	True	500
sub-02	1	1	28	43	10	pretraining	passive	none	0	0	0	100	100	mirror	3000	1000	500	8000	221000	229000	False	0	1	polycubes_stim43_2_3_3_2.obj	polycubes_stim43_2_3_3_2.obj	ordered	True	500
sub-02	1	1	29	60	10	pretraining	passive	none	0	0	0	150	150	mirror	3000	1000	500	8000	229000	237000	False	0	1	polycubes_stim60_2_2_3_3.obj	polycubes_stim60_2_2_3_3.obj	ordered	True	500
sub-02	1	1	30	137	12	pretraining	passive	none	0	0	0	50	50	same	3000	1000	500	8000	237000	245000	False	0	1	polycubes_stim137_3_4_3_2.obj	polycubes_stim137_3_4_3_2.obj	ordered	True	500
sub-02	1	1	31	137	12	pretraining	passive	none	0	0	0	0	0	same	3000	1000	500	8000	245000	253000	False	0	1	polycubes_stim137_3_4_3_2.obj	polycubes_stim137_3_4_3_2.obj	ordered	True	500
sub-02	1	1	32	9	10	pretraining	passive	none	0	0	0	100	100	mirror	3000	1000	500	8000	253000	261000	False	0	1	polycubes_stim9_4_2_2_2.obj	polycubes_stim9_4_2_2_2.obj	ordered	True	500
sub-02	1	1	33	171	12	pretraining	passive	none	0	0	0	50	50	same	3000	1000	500	8000	261000	269000	False	0	1	polycubes_stim171_2_4_4_2.obj	polycubes_stim171_2_4_4_2.obj	ordered	True	500
sub-02	1	1	34	117	11	pretraining	passive	none	0	0	0	50	50	mirror	3000	1000	500	8000	269000	277000	False	0	1	polycubes_stim117_2_3_2_4.obj	polycubes_stim117_2_3_2_4.obj	ordered	True	500
sub-02	1	1	35	183	12	pretraining	passive	none	0	0	0	150	150	same	3000	1000	500	8000	277000	285000	False	0	1	polycubes_stim183_2_4_3_3.obj	polycubes_stim183_2_4_3_3.obj	ordered	True	500
sub-02	1	1	36	107	11	pretraining	passive	none	0	0	0	100	100	same	3000	1000	500	8000	285000	293000	False	0	1	polycubes_stim107_2_3_4_2.obj	polycubes_stim107_2_3_4_2.obj	ordered	True	500
sub-02	1	1	37	19	10	pretraining	passive	none	0	0	0	50	50	mirror	3000	1000	500	8000	293000	301000	False	0	1	polycubes_stim19_3_2_3_2.obj	polycubes_stim19_3_2_3_2.obj	ordered	True	500
sub-02	1	1	38	91	11	pretraining	passive	none	0	0	0	0	0	mirror	3000	1000	500	8000	301000	309000	False	0	1	polycubes_stim91_3_3_2_3.obj	polycubes_stim91_3_3_2_3.obj	ordered	True	500
sub-02	1	1	39	43	10	pretraining	passive	none	0	0	0	0	0	mirror	3000	1000	500	8000	309000	317000	False	0	1	polycubes_stim43_2_3_3_2.obj	polycubes_stim43_2_3_3_2.obj	ordered	True	500
sub-02	1	1	40	107	11	pretraining	passive	none	0	0	0	0	0	same	3000	1000	500	8000	317000	325000	True	5000	1	polycubes_stim107_2_3_4_2.obj	polycubes_stim107_2_3_4_2.obj	ordered	True	500
sub-02	1	1	41	16	10	pretraining	passive	none	0	0	0	150	150	mirror	3000	1000	500	8000	330000	338000	False	0	1	polycubes_stim16_2_4_2_2.obj	polycubes_stim16_2_4_2_2.obj	ordered	True	500
sub-02	1	1	42	90	11	pretraining	passive	none	0	0	0	100	100	mirror	3000	1000	500	8000	338000	346000	False	0	1	polycubes_stim90_2_3_3_3.obj	polycubes_stim90_2_3_3_3.obj	ordered	True	500
sub-02	1	1	43	24	11	pretraining	passive	none	0	0	0	50	50	mirror	3000	1000	500	8000	346000	354000	False	0	1	polycubes_stim24_2_3_3_3.obj	polycubes_stim24_2_3_3_3.obj	ordered	True	500
sub-02	1	1	44	49	11	pretraining	passive	none	0	0	0	0	0	mirror	3000	1000	500	8000	354000	362000	False	0	1	polycubes_stim49_4_3_2_2.obj	polycubes_stim49_4_3_2_2.obj	ordered	True	500
sub-02	1	1	45	107	11	pretraining	passive	none	0	0	0	50	50	same	3000	1000	500	8000	362000	370000	False	0	1	polycubes_stim107_2_3_4_2.obj	polycubes_stim107_2_3_4_2.obj	ordered	True	500
sub-02	1	1	46	147	12	pretraining	passive	none	0	0	0	150	150	same	3000	1000	500	8000	370000	378000	False	0	1	polycubes_stim147_2_3_3_4.obj	polycubes_stim147_2_3_3_4.obj	ordered	True	500
sub-02	1	1	47	24	11	pretraining	passive	none	0	0	0	100	100	same	3000	1000	500	8000	378000	386000	False	0	1	polycubes_stim24_2_3_3_3.obj	polycubes_stim24_2_3_3_3.obj	ordered	True	500
sub-02	1	1	48	148	12	pretraining	passive	none	0	0	0	150	150	same	3000	1000	500	8000	386000	394000	False	0	1	polycubes_stim148_3_2_3_4.obj	polycubes_stim148_3_2_3_4.obj	ordered	True	500
sub-02	1	1	49	150	11	pretraining	passive	none	0	0	0	150	150	same	3000	1000	500	8000	394000	402000	False	0	1	polycubes_stim150_2_2_4_3.obj	polycubes_stim150_2_2_4_3.obj	ordered	True	500
sub-02	1	1	50	20	11	pretraining	passive	none	0	0	0	50	50	mirror	3000	1000	500	8000	402000	410000	False	0	1	polycubes_stim20_2_4_2_3.obj	polycubes_stim20_2_4_2_3.obj	ordered	True	500
sub-02	1	1	51	80	11	pretraining	passive	none	0	0	0	100	100	same	3000	1000	500	8000	410000	418000	False	0	1	polycubes_stim80_3_4_2_2.obj	polycubes_stim80_3_4_2_2.obj	ordered	True	500
sub-02	1	1	52	147	12	pretraining	passive	none	0	0	0	100	100	same	3000	1000	500	8000	418000	426000	False	0	1	polycubes_stim147_2_3_3_4.obj	polycubes_stim147_2_3_3_4.obj	ordered	True	500
sub-02	1	1	53	119	11	pretraining	passive	none	0	0	0	150	150	same	3000	1000	500	8000	426000	434000	False	0	1	polycubes_stim119_2_3_3_3.obj	polycubes_stim119_2_3_3_3.obj	ordered	True	500
sub-02	1	1	54	161	12	pretraining	passive	none	0	0	0	50	50	same	3000	1000	500	8000	434000	442000	False	0	1	polycubes_stim161_4_2_2_4.obj	polycubes_stim161_4_2_2_4.obj	ordered	True	500
sub-02	1	1	55	99	12	pretraining	passive	none	0	0	0	100	100	mirror	3000	1000	500	8000	442000	450000	False	0	1	polycubes_stim99_2_2_4_4.obj	polycubes_stim99_2_2_4_4.obj	ordered	True	500
sub-02	1	1	56	36	10	pretraining	passive	none	0	0	0	100	100	mirror	3000	1000	500	8000	450000	458000	False	0	1	polycubes_stim36_2_2_2_4.obj	polycubes_stim36_2_2_2_4.obj	ordered	True	500
sub-02	1	1	57	19	10	pretraining	passive	none	0	0	0	100	100	same	3000	1000	500	8000	458000	466000	False	0	1	polycubes_stim19_3_2_3_2.obj	polycubes_stim19_3_2_3_2.obj	ordered	True	500
sub-02	1	1	58	167	12	pretraining	passive	none	0	0	0	150	150	mirror	3000	1000	500	8000	466000	474000	False	0	1	polycubes_stim167_2_2_4_4.obj	polycubes_stim167_2_2_4_4.obj	ordered	True	500
sub-02	1	1	59	53	10	pretraining	passive	none	0	0	0	50	50	mirror	3000	1000	500	8000	474000	482000	False	0	1	polycubes_stim53_3_3_2_2.obj	polycubes_stim53_3_3_2_2.obj	ordered	True	500
sub-02	1	1	60	4	10	pretraining	passive	none	0	0	0	0	0	mirror	3000	1000	500	8000	482000	490000	True	5000	1	polycubes_stim4_2_2_2_4.obj	polycubes_stim4_2_2_2_4.obj	ordered	True	500
sub-02	1	1	61	53	10	pretraining	passive	none	0	0	0	0	0	same	3000	1000	500	8000	495000	503000	False	0	1	polycubes_stim53_3_3_2_2.obj	polycubes_stim53_3_3_2_2.obj	ordered	True	500
sub-02	1	1	62	170	12	pretraining	passive	none	0	0	0	100	100	same	3000	1000	500	8000	503000	511000	False	0	1	polycubes_stim170_2_4_4_2.obj	polycubes_stim170_2_4_4_2.obj	ordered	True	500
sub-02	1	1	63	170	12	pretraining	passive	none	0	0	0	50	50	same	3000	1000	500	8000	511000	519000	False	0	1	polycubes_stim170_2_4_4_2.obj	polycubes_stim170_2_4_4_2.obj	ordered	True	500
sub-02	1	1	64	65	10	pretraining	passive	none	0	0	0	0	0	mirror	3000	1000	500	8000	519000	527000	False	0	1	polycubes_stim65_2_2_4_2.obj	polycubes_stim65_2_2_4_2.obj	ordered	True	500
