sn	ses	run	trial	object	n_cubes	stimulus_type	task_version	scaffold	rotation_speed	start_orientation	end_orientation	angle	stim2_orientation	same_mirror	stim_dur_ms	isi_ms	iti_ms	trial_dur_ms	start_time	end_time	has_rest_after	rest_after_ms	order_1	stim1_name	stim2_name	condition	show_feedback	feedback_dur_ms
sub-02	1	3	34	21	10	trained_shared	active_vis	late	60	190	10	150	160	same	3000	1000	500	8000	269000	277000	False	0	1	polycubes_stim21_3_2_2_3.obj	polycubes_stim21_3_2_2_3.obj	ordered	True	500
sub-02	1	3	35	77	11	training_only	active_vis	late	60	140	320	100	60	same	3000	1000	500	8000	277000	285000	False	0	1	polycubes_stim77_3_2_3_3.obj	polycubes_stim77_3_2_3_3.obj	ordered	True	500
sub-02	1	3	36	112	11	trained_shared	active_vis	late	60	90	270	50	320	mirror	3000	1000	500	8000	285000	293000	False	0	1	polycubes_stim112_2_4_2_3.obj	polycubes_stim112_2_4_2_3.obj	ordered	True	500
sub-02	1	3	37	92	10	trained_shared	active_vis	late	60	90	270	50	320	mirror	3000	1000	500	8000	293000	301000	False	0	1	polycubes_stim92_2_2_3_3.obj	polycubes_stim92_2_2_3_3.obj	ordered	True	500
sub-02	1	3	38	145	12	training_only	active_vis	late	60	0	180	0	180	same	3000	1000	500	8000	301000	309000	False	0	1	polycubes_stim145_4_4_2_2.obj	polycubes_stim145_4_4_2_2.obj	ordered	True	500
sub-02	1	3	39	12	11	trained_shared	active_vis	late	60	0	180	0	180	mirror	3000	1000	500	8000	309000	317000	False	0	1	polycubes_stim12_3_2_4_2.obj	polycubes_stim12_3_2_4_2.obj	ordered	True	500
sub-02	1	3	40	125	11	trained_shared	active_vis	late	60	190	10	150	160	mirror	3000	1000	500	8000	317000	325000	True	5000	1	polycubes_stim125_2_3_2_4.obj	polycubes_stim125_2_3_2_4.obj	ordered	True	500
sub-02	1	3	41	180	12	training_only	active_vis	late	60	90	270	50	320	mirror	3000	1000	500	8000	330000	338000	False	0	1	polycubes_stim180_2_3_3_4.obj	polycubes_stim180_2_3_3_4.obj	ordered	True	500
sub-02	1	3	42	30	10	trained_shared	active_vis	late	60	0	180	0	180	same	3000	1000	500	8000	338000	346000	False	0	1	polycubes_stim30_3_2_2_3.obj	polycubes_stim30_3_2_2_3.obj	ordered	True	500
sub-02	1	3	43	130	11	trained_shared	active_vis	late	60	0	180	0	180	mirror	3000	1000	500	8000	346000	354000	False	0	1	polycubes_stim130_2_2_3_4.obj	polycubes_stim130_2_2_3_4.obj	ordered	True	500
sub-02	1	3	44	130	11	trained_shared	active_vis	late	60	90	270	50	320	same	3000	1000	500	8000	354000	362000	False	0	1	polycubes_stim130_2_2_3_4.obj	polycubes_stim130_2_2_3_4.obj	ordered	True	500
sub-02	1	3	45	196	12	training_only	active_vis	late	60	140	320	100	60	mirror	3000	1000	500	8000	362000	370000	False	0	1	polycubes_stim196_2_4_3_3.obj	polycubes_stim196_2_4_3_3.obj	ordered	True	500
sub-02	1	3	46	103	11	trained_shared	active_vis	late	60	0	180	0	180	same	3000	1000	500	8000	370000	378000	False	0	1	polycubes_stim103_3_2_4_2.obj	polycubes_stim103_3_2_4_2.obj	ordered	True	500
sub-02	1	3	47	31	11	trained_shared	active_vis	late	60	140	320	100	60	mirror	3000	1000	500	8000	378000	386000	False	0	1	polycubes_stim31_2_3_3_3.obj	polycubes_stim31_2_3_3_3.obj	ordered	True	500
sub-02	1	3	48	174	12	trained_shared	active_vis	late	60	90	270	50	320	same	3000	1000	500	8000	386000	394000	False	0	1	polycubes_stim174_2_2_4_4.obj	polycubes_stim174_2_2_4_4.obj	ordered	True	500
sub-02	1	3	49	131	11	training_only	active_vis	late	60	140	320	100	60	mirror	3000	1000	500	8000	394000	402000	False	0	1	polycubes_stim131_2_4_3_2.obj	polycubes_stim131_2_4_3_2.obj	ordered	True	500
sub-02	1	3	50	17	10	training_only	active_vis	late	60	190	10	150	160	same	3000	1000	500	8000	402000	410000	False	0	1	polycubes_stim17_2_3_2_3.obj	polycubes_stim17_2_3_2_3.obj	ordered	True	500
sub-02	1	3	51	95	12	trained_shared	active_vis	late	60	90	270	50	320	mirror	3000	1000	500	8000	410000	418000	False	0	1	polycubes_stim95_2_4_2_4.obj	polycubes_stim95_2_4_2_4.obj	ordered	True	500
sub-02	1	3	52	128	12	trained_shared	active_vis	late	60	190	10	150	160	mirror	3000	1000	500	8000	418000	426000	False	0	1	polycubes_stim128_3_4_2_3.obj	polycubes_stim128_3_4_2_3.obj	ordered	True	500
sub-02	1	3	53	81	10	training_only	active_vis	late	60	190	10	150	160	mirror	3000	1000	500	8000	426000	434000	False	0	1	polycubes_stim81_2_3_3_2.obj	polycubes_stim81_2_3_3_2.obj	ordered	True	500
sub-02	1	3	54	37	10	trained_shared	active_vis	late	60	190	10	150	160	mirror	3000	1000	500	8000	434000	442000	False	0	1	polycubes_stim37_2_2_4_2.obj	polycubes_stim37_2_2_4_2.obj	ordered	True	500
sub-02	1	3	55	56	10	training_only	active_vis	late	60	190	10	150	160	mirror	3000	1000	500	8000	442000	450000	False	0	1	polycubes_stim56_2_4_2_2.obj	polycubes_stim56_2_4_2_2.obj	ordered	True	500
sub-02	1	3	56	75	10	trained_shared	active_vis	late	60	90	270	50	320	same	3000	1000	500	8000	450000	458000	False	0	1	polycubes_stim75_2_2_4_2.obj	polycubes_stim75_2_2_4_2.obj	ordered	True	500
sub-02	1	3	57	130	11	trained_shared	active_vis	late	60	140	320	100	60	mirror	3000	1000	500	8000	458000	466000	False	0	1	polycubes_stim130_2_2_3_4.obj	polycubes_stim130_2_2_3_4.obj	ordered	True	500
sub-02	1	3	58	76	11	training_only	active_vis	late	60	0	180	0	180	same	3000	1000	500	8000	466000	474000	False	0	1	polycubes_stim76_2_2_3_4.obj	polycubes_stim76_2_2_3_4.obj	ordered	True	500
sub-02	1	3	59	70	11	trained_shared	active_vis	late	60	140	320	100	60	same	3000	1000	500	8000	474000	482000	False	0	1	polycubes_stim70_3_3_3_2.obj	polycubes_stim70_3_3_3_2.obj	ordered	True	500
sub-02	1	3	60	56	10	training_only	active_vis	late	60	90	270	50	320	same	3000	1000	500	8000	482000	490000	True	5000	1	polycubes_stim56_2_4_2_2.obj	polycubes_stim56_2_4_2_2.obj	ordered	True	500
sub-02	1	3	61	59	10	training_only	active_vis	late	60	90	270	50	320	same	3000	1000	500	8000	495000	503000	False	0	1	polycubes_stim59_2_2_2_4.obj	polycubes_stim59_2_2_2_4.obj	ordered	True	500
sub-02	1	3	62	194	12	training_only	active_vis	late	60	140	320	100	60	same	3000	1000	500	8000	503000	511000	False	0	1	polycubes_stim194_2_3_4_3.obj	polycubes_stim194_2_3_4_3.obj	ordered	True	500
sub-02	1	3	63	141	12	training_only	active_vis	late	60	190	10	150	160	same	3000	1000	500	8000	511000	519000	False	0	1	polycubes_stim141_3_3_2_4.obj	polycubes_stim141_3_3_2_4.obj	ordered	True	500
sub-02	1	3	64	22	10	training_only	active_vis	late	60	0	180	0	180	same	3000	1000	500	8000	519000	527000	False	0	1	polycubes_stim22_2_2_2_4.obj	polycubes_stim22_2_2_2_4.obj	ordered	True	500
