sn	ses	run	trial	object	n_cubes	stimulus_type	task_version	scaffold	rotation_speed	start_orientation	end_orientation	angle	same_mirror	stim_dur_ms	isi_ms	iti_ms	trial_dur_ms	start_time	end_time	has_rest_after	rest_after_ms	order_1	stim1_name	stim2_name	condition	show_feedback	feedback_dur_ms
sub-02	1	2	19	15	10	trained_shared	active_vis	late	60	90	270	50	mirror	3000	1000	500	8000	144000	152000	False	0	1	polycubes_stim15_3_2_3_2.obj	polycubes_stim15_3_2_3_2.obj	ordered	True	500
sub-02	1	2	20	123	10	trained_shared	active_vis	late	60	90	270	50	mirror	3000	1000	500	8000	152000	160000	True	5000	1	polycubes_stim123_2_2_2_4.obj	polycubes_stim123_2_2_2_4.obj	ordered	True	500
sub-02	1	2	21	147	12	trained_shared	active_vis	late	60	90	270	50	same	3000	1000	500	8000	165000	173000	False	0	1	polycubes_stim147_2_3_3_4.obj	polycubes_stim147_2_3_3_4.obj	ordered	True	500
sub-02	1	2	22	174	12	trained_shared	active_vis	late	60	190	10	150	mirror	3000	1000	500	8000	173000	181000	False	0	1	polycubes_stim174_2_2_4_4.obj	polycubes_stim174_2_2_4_4.obj	ordered	True	500
sub-02	1	2	23	65	10	trained_shared	active_vis	late	60	0	180	0	mirror	3000	1000	500	8000	181000	189000	False	0	1	polycubes_stim65_2_2_4_2.obj	polycubes_stim65_2_2_4_2.obj	ordered	True	500
sub-02	1	2	24	43	10	training_only	active_vis	late	60	190	10	150	same	3000	1000	500	8000	189000	197000	False	0	1	polycubes_stim43_2_3_3_2.obj	polycubes_stim43_2_3_3_2.obj	ordered	True	500
sub-02	1	2	25	136	11	trained_shared	active_vis	late	60	90	270	50	same	3000	1000	500	8000	197000	205000	False	0	1	polycubes_stim136_2_3_3_3.obj	polycubes_stim136_2_3_3_3.obj	ordered	True	500
sub-02	1	2	26	56	10	trained_shared	active_vis	late	60	0	180	0	mirror	3000	1000	500	8000	205000	213000	False	0	1	polycubes_stim56_2_4_2_2.obj	polycubes_stim56_2_4_2_2.obj	ordered	True	500
sub-02	1	2	27	104	11	training_only	active_vis	late	60	190	10	150	same	3000	1000	500	8000	213000	221000	False	0	1	polycubes_stim104_2_3_2_4.obj	polycubes_stim104_2_3_2_4.obj	ordered	True	500
sub-02	1	2	28	43	10	training_only	active_vis	late	60	90	270	50	same	3000	1000	500	8000	221000	229000	False	0	1	polycubes_stim43_2_3_3_2.obj	polycubes_stim43_2_3_3_2.obj	ordered	True	500
sub-02	1	2	29	191	12	trained_shared	active_vis	late	60	140	320	100	mirror	3000	1000	500	8000	229000	237000	False	0	1	polycubes_stim191_4_4_2_2.obj	polycubes_stim191_4_4_2_2.obj	ordered	True	500
sub-02	1	2	30	52	10	training_only	active_vis	late	60	90	270	50	mirror	3000	1000	500	8000	237000	245000	False	0	1	polycubes_stim52_2_3_2_3.obj	polycubes_stim52_2_3_2_3.obj	ordered	True	500
sub-02	1	2	31	46	11	training_only	active_vis	late	60	140	320	100	mirror	3000	1000	500	8000	245000	253000	False	0	1	polycubes_stim46_3_3_3_2.obj	polycubes_stim46_3_3_3_2.obj	ordered	True	500
sub-02	1	2	32	16	10	trained_shared	active_vis	late	60	90	270	50	same	3000	1000	500	8000	253000	261000	False	0	1	polycubes_stim16_2_4_2_2.obj	polycubes_stim16_2_4_2_2.obj	ordered	True	500
sub-02	1	2	33	107	11	trained_shared	active_vis	late	60	190	10	150	same	3000	1000	500	8000	261000	269000	False	0	1	polycubes_stim107_2_3_4_2.obj	polycubes_stim107_2_3_4_2.obj	ordered	True	500
sub-02	1	2	34	4	10	training_only	active_vis	late	60	190	10	150	mirror	3000	1000	500	8000	269000	277000	False	0	1	polycubes_stim4_2_2_2_4.obj	polycubes_stim4_2_2_2_4.obj	ordered	True	500
sub-02	1	2	35	15	10	trained_shared	active_vis	late	60	140	320	100	mirror	3000	1000	500	8000	277000	285000	False	0	1	polycubes_stim15_3_2_3_2.obj	polycubes_stim15_3_2_3_2.obj	ordered	True	500
sub-02	1	2	36	19	10	training_only	active_vis	late	60	190	10	150	mirror	3000	1000	500	8000	285000	293000	False	0	1	polycubes_stim19_3_2_3_2.obj	polycubes_stim19_3_2_3_2.obj	ordered	True	500
sub-02	1	2	37	144	12	training_only	active_vis	late	60	0	180	0	same	3000	1000	500	8000	293000	301000	False	0	1	polycubes_stim144_3_4_3_2.obj	polycubes_stim144_3_4_3_2.obj	ordered	True	500
sub-02	1	2	38	25	12	trained_shared	active_vis	late	60	90	270	50	same	3000	1000	500	8000	301000	309000	False	0	1	polycubes_stim25_2_2_4_4.obj	polycubes_stim25_2_2_4_4.obj	ordered	True	500
sub-02	1	2	39	147	12	trained_shared	active_vis	late	60	190	10	150	mirror	3000	1000	500	8000	309000	317000	False	0	1	polycubes_stim147_2_3_3_4.obj	polycubes_stim147_2_3_3_4.obj	ordered	True	500
sub-02	1	2	40	61	12	training_only	active_vis	late	60	140	320	100	same	3000	1000	500	8000	317000	325000	True	5000	1	polycubes_stim61_4_2_2_4.obj	polycubes_stim61_4_2_2_4.obj	ordered	True	500
sub-02	1	2	41	175	12	training_only	active_vis	late	60	140	320	100	same	3000	1000	500	8000	330000	338000	False	0	1	polycubes_stim175_4_2_2_4.obj	polycubes_stim175_4_2_2_4.obj	ordered	True	500
sub-02	1	2	42	57	11	trained_shared	active_vis	late	60	0	180	0	same	3000	1000	500	8000	338000	346000	False	0	1	polycubes_stim57_2_3_2_4.obj	polycubes_stim57_2_3_2_4.obj	ordered	True	500
sub-02	1	2	43	121	12	training_only	active_vis	late	60	90	270	50	mirror	3000	1000	500	8000	346000	354000	False	0	1	polycubes_stim121_4_2_4_2.obj	polycubes_stim121_4_2_4_2.obj	ordered	True	500
sub-02	1	2	44	162	12	training_only	active_vis	late	60	190	10	150	mirror	3000	1000	500	8000	354000	362000	False	0	1	polycubes_stim162_2_4_2_4.obj	polycubes_stim162_2_4_2_4.obj	ordered	True	500
sub-02	1	2	45	179	12	training_only	active_vis	late	60	140	320	100	same	3000	1000	500	8000	362000	370000	False	0	1	polycubes_stim179_3_2_3_4.obj	polycubes_stim179_3_2_3_4.obj	ordered	True	500
sub-02	1	2	46	104	11	training_only	active_vis	late	60	140	320	100	same	3000	1000	500	8000	370000	378000	False	0	1	polycubes_stim104_2_3_2_4.obj	polycubes_stim104_2_3_2_4.obj	ordered	True	500
sub-02	1	2	47	165	12	trained_shared	active_vis	late	60	140	320	100	same	3000	1000	500	8000	378000	386000	False	0	1	polycubes_stim165_3_4_3_2.obj	polycubes_stim165_3_4_3_2.obj	ordered	True	500
sub-02	1	2	48	169	12	trained_shared	active_vis	late	60	90	270	50	mirror	3000	1000	500	8000	386000	394000	False	0	1	polycubes_stim169_2_4_2_4.obj	polycubes_stim169_2_4_2_4.obj	ordered	True	500
sub-02	1	2	49	77	11	training_only	active_vis	late	60	140	320	100	mirror	3000	1000	500	8000	394000	402000	False	0	1	polycubes_stim77_3_2_3_3.obj	polycubes_stim77_3_2_3_3.obj	ordered	True	500
sub-02	1	2	50	126	12	trained_shared	active_vis	late	60	190	10	150	same	3000	1000	500	8000	402000	410000	False	0	1	polycubes_stim126_3_2_3_4.obj	polycubes_stim126_3_2_3_4.obj	ordered	True	500
sub-02	1	2	51	174	12	trained_shared	active_vis	late	60	0	180	0	mirror	3000	1000	500	8000	410000	418000	False	0	1	polycubes_stim174_2_2_4_4.obj	polycubes_stim174_2_2_4_4.obj	ordered	True	500
sub-02	1	2	52	38	11	trained_shared	active_vis	late	60	190	10	150	mirror	3000	1000	500	8000	418000	426000	False	0	1	polycubes_stim38_3_3_3_2.obj	polycubes_stim38_3_3_3_2.obj	ordered	True	500
sub-02	1	2	53	9	10	trained_shared	active_vis	late	60	140	320	100	same	3000	1000	500	8000	426000	434000	False	0	1	polycubes_stim9_4_2_2_2.obj	polycubes_stim9_4_2_2_2.obj	ordered	True	500
sub-02	1	2	54	139	11	trained_shared	active_vis	late	60	0	180	0	same	3000	1000	500	8000	434000	442000	False	0	1	polycubes_stim139_2_4_3_2.obj	polycubes_stim139_2_4_3_2.obj	ordered	True	500
sub-02	1	2	55	11	11	trained_shared	active_vis	late	60	90	270	50	mirror	3000	1000	500	8000	442000	450000	False	0	1	polycubes_stim11_4_2_3_2.obj	polycubes_stim11_4_2_3_2.obj	ordered	True	500
sub-02	1	2	56	42	10	training_only	active_vis	late	60	90	270	50	mirror	3000	1000	500	8000	450000	458000	False	0	1	polycubes_stim42_3_2_3_2.obj	polycubes_stim42_3_2_3_2.obj	ordered	True	500
sub-02	1	2	57	92	10	training_only	active_vis	late	60	190	10	150	same	3000	1000	500	8000	458000	466000	False	0	1	polycubes_stim92_2_2_3_3.obj	polycubes_stim92_2_2_3_3.obj	ordered	True	500
sub-02	1	2	58	22	10	trained_shared	active_vis	late	60	140	320	100	mirror	3000	1000	500	8000	466000	474000	False	0	1	polycubes_stim22_2_2_2_4.obj	polycubes_stim22_2_2_2_4.obj	ordered	True	500
sub-02	1	2	59	8	10	trained_shared	active_vis	late	60	0	180	0	same	3000	1000	500	8000	474000	482000	False	0	1	polycubes_stim8_3_3_2_2.obj	polycubes_stim8_3_3_2_2.obj	ordered	True	500
sub-02	1	2	60	17	10	trained_shared	active_vis	late	60	140	320	100	same	3000	1000	500	8000	482000	490000	True	5000	1	polycubes_stim17_2_3_2_3.obj	polycubes_stim17_2_3_2_3.obj	ordered	True	500
sub-02	1	2	61	121	12	training_only	active_vis	late	60	190	10	150	same	3000	1000	500	8000	495000	503000	False	0	1	polycubes_stim121_4_2_4_2.obj	polycubes_stim121_4_2_4_2.obj	ordered	True	500
sub-02	1	2	62	4	10	training_only	active_vis	late	60	0	180	0	same	3000	1000	500	8000	503000	511000	False	0	1	polycubes_stim4_2_2_2_4.obj	polycubes_stim4_2_2_2_4.obj	ordered	True	500
sub-02	1	2	63	21	10	training_only	active_vis	late	60	90	270	50	mirror	3000	1000	500	8000	511000	519000	False	0	1	polycubes_stim21_3_2_2_3.obj	polycubes_stim21_3_2_2_3.obj	ordered	True	500
sub-02	1	2	64	129	11	training_only	active_vis	late	60	140	320	100	mirror	3000	1000	500	8000	519000	527000	False	0	1	polycubes_stim129_2_2_4_3.obj	polycubes_stim129_2_2_4_3.obj	ordered	True	500
