sn	ses	run	trial	object	n_cubes	stimulus_type	task_version	scaffold	rotation_speed	start_orientation	end_orientation	angle	same_mirror	stim_dur_ms	isi_ms	iti_ms	trial_dur_ms	start_time	end_time	has_rest_after	rest_after_ms	order_1	stim1_name	stim2_name	condition	show_feedback	feedback_dur_ms
sub-02	2	1	11	118	12	pretraining	passive	none	0	0	0	50	mirror	3000	1000	500	8000	80000	88000	False	0	1	polycubes_stim118_4_3_2_3.obj	polycubes_stim118_4_3_2_3.obj	ordered	True	500
sub-02	2	1	12	132	11	pretraining	passive	none	0	0	0	50	mirror	3000	1000	500	8000	88000	96000	False	0	1	polycubes_stim132_2_4_3_2.obj	polycubes_stim132_2_4_3_2.obj	ordered	True	500
sub-02	2	1	13	98	11	pretraining	passive	none	0	0	0	100	same	3000	1000	500	8000	96000	104000	False	0	1	polycubes_stim98_2_3_4_2.obj	polycubes_stim98_2_3_4_2.obj	ordered	True	500
sub-02	2	1	14	40	10	pretraining	passive	none	0	0	0	0	mirror	3000	1000	500	8000	104000	112000	False	0	1	polycubes_stim40_2_3_3_2.obj	polycubes_stim40_2_3_3_2.obj	ordered	True	500
sub-02	2	1	15	146	11	pretraining	passive	none	0	0	0	50	same	3000	1000	500	8000	112000	120000	False	0	1	polycubes_stim146_2_4_3_2.obj	polycubes_stim146_2_4_3_2.obj	ordered	True	500
sub-02	2	1	16	23	12	pretraining	passive	none	0	0	0	150	mirror	3000	1000	500	8000	120000	128000	False	0	1	polycubes_stim23_3_4_3_2.obj	polycubes_stim23_3_4_3_2.obj	ordered	True	500
sub-02	2	1	17	44	10	pretraining	passive	none	0	0	0	100	mirror	3000	1000	500	8000	128000	136000	False	0	1	polycubes_stim44_2_3_2_3.obj	polycubes_stim44_2_3_2_3.obj	ordered	True	500
sub-02	2	1	18	109	11	pretraining	passive	none	0	0	0	100	mirror	3000	1000	500	8000	136000	144000	False	0	1	polycubes_stim109_3_2_3_3.obj	polycubes_stim109_3_2_3_3.obj	ordered	True	500
sub-02	2	1	19	80	11	pretraining	passive	none	0	0	0	150	same	3000	1000	500	8000	144000	152000	False	0	1	polycubes_stim80_3_4_2_2.obj	polycubes_stim80_3_4_2_2.obj	ordered	True	500
sub-02	2	1	20	40	10	pretraining	passive	none	0	0	0	100	same	3000	1000	500	8000	152000	160000	True	5000	1	polycubes_stim40_2_3_3_2.obj	polycubes_stim40_2_3_3_2.obj	ordered	True	500
sub-02	2	1	21	118	12	pretraining	passive	none	0	0	0	100	same	3000	1000	500	8000	165000	173000	False	0	1	polycubes_stim118_4_3_2_3.obj	polycubes_stim118_4_3_2_3.obj	ordered	True	500
sub-02	2	1	22	100	11	pretraining	passive	none	0	0	0	100	same	3000	1000	500	8000	173000	181000	False	0	1	polycubes_stim100_2_3_4_2.obj	polycubes_stim100_2_3_4_2.obj	ordered	True	500
sub-02	2	1	23	183	12	pretraining	passive	none	0	0	0	100	mirror	3000	1000	500	8000	181000	189000	False	0	1	polycubes_stim183_2_4_3_3.obj	polycubes_stim183_2_4_3_3.obj	ordered	True	500
sub-02	2	1	24	189	12	pretraining	passive	none	0	0	0	50	mirror	3000	1000	500	8000	189000	197000	False	0	1	polycubes_stim189_2_3_4_3.obj	polycubes_stim189_2_3_4_3.obj	ordered	True	500
sub-02	2	1	25	94	10	pretraining	passive	none	0	0	0	100	same	3000	1000	500	8000	197000	205000	False	0	1	polycubes_stim94_2_3_2_3.obj	polycubes_stim94_2_3_2_3.obj	ordered	True	500
sub-02	2	1	26	86	12	pretraining	passive	none	0	0	0	150	same	3000	1000	500	8000	205000	213000	False	0	1	polycubes_stim86_3_2_3_4.obj	polycubes_stim86_3_2_3_4.obj	ordered	True	500
sub-02	2	1	27	31	11	pretraining	passive	none	0	0	0	50	mirror	3000	1000	500	8000	213000	221000	False	0	1	polycubes_stim31_2_3_3_3.obj	polycubes_stim31_2_3_3_3.obj	ordered	True	500
sub-02	2	1	28	83	10	pretraining	passive	none	0	0	0	50	same	3000	1000	500	8000	221000	229000	False	0	1	polycubes_stim83_2_3_3_2.obj	polycubes_stim83_2_3_3_2.obj	ordered	True	500
sub-02	2	1	29	183	12	pretraining	passive	none	0	0	0	0	mirror	3000	1000	500	8000	229000	237000	False	0	1	polycubes_stim183_2_4_3_3.obj	polycubes_stim183_2_4_3_3.obj	ordered	True	500
sub-02	2	1	30	55	10	pretraining	passive	none	0	0	0	150	mirror	3000	1000	500	8000	237000	245000	False	0	1	polycubes_stim55_2_2_3_3.obj	polycubes_stim55_2_2_3_3.obj	ordered	True	500
sub-02	2	1	31	47	10	pretraining	passive	none	0	0	0	150	same	3000	1000	500	8000	245000	253000	False	0	1	polycubes_stim47_4_2_2_2.obj	polycubes_stim47_4_2_2_2.obj	ordered	True	500
sub-02	2	1	32	119	11	pretraining	passive	none	0	0	0	100	mirror	3000	1000	500	8000	253000	261000	False	0	1	polycubes_stim119_2_3_3_3.obj	polycubes_stim119_2_3_3_3.obj	ordered	True	500
sub-02	2	1	33	27	10	pretraining	passive	none	0	0	0	0	mirror	3000	1000	500	8000	261000	269000	False	0	1	polycubes_stim27_2_3_3_2.obj	polycubes_stim27_2_3_3_2.obj	ordered	True	500
sub-02	2	1	34	195	12	pretraining	passive	none	0	0	0	150	mirror	3000	1000	500	8000	269000	277000	False	0	1	polycubes_stim195_2_2_4_4.obj	polycubes_stim195_2_2_4_4.obj	ordered	True	500
sub-02	2	1	35	125	11	pretraining	passive	none	0	0	0	0	same	3000	1000	500	8000	277000	285000	False	0	1	polycubes_stim125_2_3_2_4.obj	polycubes_stim125_2_3_2_4.obj	ordered	True	500
sub-02	2	1	36	55	10	pretraining	passive	none	0	0	0	150	mirror	3000	1000	500	8000	285000	293000	False	0	1	polycubes_stim55_2_2_3_3.obj	polycubes_stim55_2_2_3_3.obj	ordered	True	500
sub-02	2	1	37	86	12	pretraining	passive	none	0	0	0	100	mirror	3000	1000	500	8000	293000	301000	False	0	1	polycubes_stim86_3_2_3_4.obj	polycubes_stim86_3_2_3_4.obj	ordered	True	500
sub-02	2	1	38	81	10	pretraining	passive	none	0	0	0	0	same	3000	1000	500	8000	301000	309000	False	0	1	polycubes_stim81_2_3_3_2.obj	polycubes_stim81_2_3_3_2.obj	ordered	True	500
sub-02	2	1	39	80	11	pretraining	passive	none	0	0	0	50	same	3000	1000	500	8000	309000	317000	False	0	1	polycubes_stim80_3_4_2_2.obj	polycubes_stim80_3_4_2_2.obj	ordered	True	500
sub-02	2	1	40	83	10	pretraining	passive	none	0	0	0	50	same	3000	1000	500	8000	317000	325000	True	5000	1	polycubes_stim83_2_3_3_2.obj	polycubes_stim83_2_3_3_2.obj	ordered	True	500
sub-02	2	1	41	189	12	pretraining	passive	none	0	0	0	100	mirror	3000	1000	500	8000	330000	338000	False	0	1	polycubes_stim189_2_3_4_3.obj	polycubes_stim189_2_3_4_3.obj	ordered	True	500
sub-02	2	1	42	31	11	pretraining	passive	none	0	0	0	50	mirror	3000	1000	500	8000	338000	346000	False	0	1	polycubes_stim31_2_3_3_3.obj	polycubes_stim31_2_3_3_3.obj	ordered	True	500
sub-02	2	1	43	109	11	pretraining	passive	none	0	0	0	50	same	3000	1000	500	8000	346000	354000	False	0	1	polycubes_stim109_3_2_3_3.obj	polycubes_stim109_3_2_3_3.obj	ordered	True	500
sub-02	2	1	44	10	11	pretraining	passive	none	0	0	0	150	same	3000	1000	500	8000	354000	362000	False	0	1	polycubes_stim10_4_3_2_2.obj	polycubes_stim10_4_3_2_2.obj	ordered	True	500
sub-02	2	1	45	86	12	pretraining	passive	none	0	0	0	0	mirror	3000	1000	500	8000	362000	370000	False	0	1	polycubes_stim86_3_2_3_4.obj	polycubes_stim86_3_2_3_4.obj	ordered	True	500
sub-02	2	1	46	100	11	pretraining	passive	none	0	0	0	50	same	3000	1000	500	8000	370000	378000	False	0	1	polycubes_stim100_2_3_4_2.obj	polycubes_stim100_2_3_4_2.obj	ordered	True	500
sub-02	2	1	47	86	12	pretraining	passive	none	0	0	0	100	same	3000	1000	500	8000	378000	386000	False	0	1	polycubes_stim86_3_2_3_4.obj	polycubes_stim86_3_2_3_4.obj	ordered	True	500
sub-02	2	1	48	80	11	pretraining	passive	none	0	0	0	50	same	3000	1000	500	8000	386000	394000	False	0	1	polycubes_stim80_3_4_2_2.obj	polycubes_stim80_3_4_2_2.obj	ordered	True	500
sub-02	2	1	49	36	10	pretraining	passive	none	0	0	0	50	same	3000	1000	500	8000	394000	402000	False	0	1	polycubes_stim36_2_2_2_4.obj	polycubes_stim36_2_2_2_4.obj	ordered	True	500
sub-02	2	1	50	185	12	pretraining	passive	none	0	0	0	0	mirror	3000	1000	500	8000	402000	410000	False	0	1	polycubes_stim185_3_3_3_3.obj	polycubes_stim185_3_3_3_3.obj	ordered	True	500
sub-02	2	1	51	66	11	pretraining	passive	none	0	0	0	0	same	3000	1000	500	8000	410000	418000	False	0	1	polycubes_stim66_3_2_4_2.obj	polycubes_stim66_3_2_4_2.obj	ordered	True	500
sub-02	2	1	52	132	11	pretraining	passive	none	0	0	0	50	mirror	3000	1000	500	8000	418000	426000	False	0	1	polycubes_stim132_2_4_3_2.obj	polycubes_stim132_2_4_3_2.obj	ordered	True	500
sub-02	2	1	53	86	12	pretraining	passive	none	0	0	0	100	same	3000	1000	500	8000	426000	434000	False	0	1	polycubes_stim86_3_2_3_4.obj	polycubes_stim86_3_2_3_4.obj	ordered	True	500
sub-02	2	1	54	81	10	pretraining	passive	none	0	0	0	100	mirror	3000	1000	500	8000	434000	442000	False	0	1	polycubes_stim81_2_3_3_2.obj	polycubes_stim81_2_3_3_2.obj	ordered	True	500
sub-02	2	1	55	83	10	pretraining	passive	none	0	0	0	0	same	3000	1000	500	8000	442000	450000	False	0	1	polycubes_stim83_2_3_3_2.obj	polycubes_stim83_2_3_3_2.obj	ordered	True	500
sub-02	2	1	56	189	12	pretraining	passive	none	0	0	0	100	mirror	3000	1000	500	8000	450000	458000	False	0	1	polycubes_stim189_2_3_4_3.obj	polycubes_stim189_2_3_4_3.obj	ordered	True	500
sub-02	2	1	57	32	10	pretraining	passive	none	0	0	0	150	same	3000	1000	500	8000	458000	466000	False	0	1	polycubes_stim32_2_4_2_2.obj	polycubes_stim32_2_4_2_2.obj	ordered	True	500
sub-02	2	1	58	184	12	pretraining	passive	none	0	0	0	0	same	3000	1000	500	8000	466000	474000	False	0	1	polycubes_stim184_3_3_2_4.obj	polycubes_stim184_3_3_2_4.obj	ordered	True	500
sub-02	2	1	59	152	12	pretraining	passive	none	0	0	0	0	same	3000	1000	500	8000	474000	482000	False	0	1	polycubes_stim152_2_4_4_2.obj	polycubes_stim152_2_4_4_2.obj	ordered	True	500
sub-02	2	1	60	158	12	pretraining	passive	none	0	0	0	0	mirror	3000	1000	500	8000	482000	490000	True	5000	1	polycubes_stim158_4_2_3_3.obj	polycubes_stim158_4_2_3_3.obj	ordered	True	500
sub-02	2	1	61	63	11	pretraining	passive	none	0	0	0	150	same	3000	1000	500	8000	495000	503000	False	0	1	polycubes_stim63_2_3_4_2.obj	polycubes_stim63_2_3_4_2.obj	ordered	True	500
sub-02	2	1	62	182	12	pretraining	passive	none	0	0	0	50	mirror	3000	1000	500	8000	503000	511000	False	0	1	polycubes_stim182_2_4_2_4.obj	polycubes_stim182_2_4_2_4.obj	ordered	True	500
sub-02	2	1	63	189	12	pretraining	passive	none	0	0	0	150	same	3000	1000	500	8000	511000	519000	False	0	1	polycubes_stim189_2_3_4_3.obj	polycubes_stim189_2_3_4_3.obj	ordered	True	500
sub-02	2	1	64	63	11	pretraining	passive	none	0	0	0	0	same	3000	1000	500	8000	519000	527000	False	0	1	polycubes_stim63_2_3_4_2.obj	polycubes_stim63_2_3_4_2.obj	ordered	True	500
