sn	ses	run	trial	object	n_cubes	stimulus_type	task_version	scaffold	rotation_speed	start_orientation	end_orientation	angle	same_mirror	stim_dur_ms	isi_ms	iti_ms	trial_dur_ms	start_time	end_time	has_rest_after	rest_after_ms	order_1	stim1_name	stim2_name	condition	show_feedback	feedback_dur_ms	offset_x	offset_y	offset_z
sub-03	1	2	11	187	12	trained	active_vis	late	60	140	320	100	mirror	3000	1000	500	8000	80000	88000	False	0	1	polycubes_stim187_2_4_2_4.obj	polycubes_stim187_2_4_2_4.obj	ordered	True	500	-0.0066727846860885	0.2543078064918518	-0.3529728651046753
sub-03	1	2	12	208	12	trained	active_vis	late	60	140	320	100	mirror	3000	1000	500	8000	88000	96000	False	0	1	polycubes_stim208_2_4_2_4.obj	polycubes_stim208_2_4_2_4.obj	ordered	True	500	-0.1090655624866485	0.848214864730835	-1.0904916524887085
sub-03	1	2	13	112	11	trained	active_vis	late	60	0	180	0	same	3000	1000	500	8000	96000	104000	False	0	1	polycubes_stim112_2_2_3_4.obj	polycubes_stim112_2_2_3_4.obj	ordered	True	500	0.7476732730865479	-0.6510570645332336	0.1730605661869049
sub-03	1	2	14	210	11	trained	active_vis	late	60	90	270	50	same	3000	1000	500	8000	104000	112000	False	0	1	polycubes_stim210_2_3_3_3.obj	polycubes_stim210_2_3_3_3.obj	ordered	True	500	0.0803716778755188	-0.6903956532478333	0.8959954977035522
sub-03	1	2	15	71	9	trained	active_vis	late	60	0	180	0	mirror	3000	1000	500	8000	112000	120000	False	0	1	polycubes_stim071_2_2_2_3.obj	polycubes_stim071_2_2_2_3.obj	ordered	True	500	0.4834429025650024	-0.4838185906410217	0.2007800191640854
sub-03	1	2	16	17	10	trained	active_vis	late	60	90	270	50	same	3000	1000	500	8000	120000	128000	False	0	1	polycubes_stim017_2_3_3_2.obj	polycubes_stim017_2_3_3_2.obj	ordered	True	500	0.1207334697246551	-0.0313727967441082	-0.0763656347990036
sub-03	1	2	17	205	12	trained	active_vis	late	60	140	320	100	mirror	3000	1000	500	8000	128000	136000	False	0	1	polycubes_stim205_2_4_2_4.obj	polycubes_stim205_2_4_2_4.obj	ordered	True	500	0.2025426030158996	0.0498285330832004	-0.273010790348053
sub-03	1	2	18	62	10	trained	active_vis	late	60	190	10	150	mirror	3000	1000	500	8000	136000	144000	False	0	1	polycubes_stim062_2_4_2_2.obj	polycubes_stim062_2_4_2_2.obj	ordered	True	500	0.188808798789978	-0.0553459823131561	-0.1105377525091171
sub-03	1	2	19	151	12	trained	active_vis	late	60	190	10	150	mirror	3000	1000	500	8000	144000	152000	False	0	1	polycubes_stim151_3_4_3_2.obj	polycubes_stim151_3_4_3_2.obj	ordered	True	500	-0.5611218810081482	0.0929202288389206	0.4297128319740295
sub-03	1	2	20	176	12	trained	active_vis	late	60	90	270	50	mirror	3000	1000	500	8000	152000	160000	True	5000	1	polycubes_stim176_3_2_3_4.obj	polycubes_stim176_3_2_3_4.obj	ordered	True	500	-0.6371347904205322	-0.1560458242893219	0.8578169345855713
sub-03	1	2	21	42	10	trained	active_vis	late	60	190	10	150	same	3000	1000	500	8000	165000	173000	False	0	1	polycubes_stim042_2_3_3_2.obj	polycubes_stim042_2_3_3_2.obj	ordered	True	500	0.012475848197937	-0.1577228605747223	0.2105779945850372
sub-03	1	2	22	101	11	trained	active_vis	late	60	190	10	150	same	3000	1000	500	8000	173000	181000	False	0	1	polycubes_stim101_4_2_3_2.obj	polycubes_stim101_4_2_3_2.obj	ordered	True	500	-0.373089849948883	0.1205704510211944	0.2025774717330932
sub-03	1	2	23	112	11	trained	active_vis	late	60	140	320	100	same	3000	1000	500	8000	181000	189000	False	0	1	polycubes_stim112_2_2_3_4.obj	polycubes_stim112_2_2_3_4.obj	ordered	True	500	0.7476732730865479	-0.6510570645332336	0.1730605661869049
sub-03	1	2	24	51	11	trained	active_vis	late	60	140	320	100	same	3000	1000	500	8000	189000	197000	False	0	1	polycubes_stim051_3_3_3_2.obj	polycubes_stim051_3_3_3_2.obj	ordered	True	500	-0.4960487484931946	0.3255719244480133	0.0356204509735107
sub-03	1	2	25	208	12	trained	active_vis	late	60	140	320	100	same	3000	1000	500	8000	197000	205000	False	0	1	polycubes_stim208_2_4_2_4.obj	polycubes_stim208_2_4_2_4.obj	ordered	True	500	-0.1090655624866485	0.848214864730835	-1.0904916524887085
sub-03	1	2	26	78	9	trained	active_vis	late	60	190	10	150	mirror	3000	1000	500	8000	205000	213000	False	0	1	polycubes_stim078_2_3_2_2.obj	polycubes_stim078_2_3_2_2.obj	ordered	True	500	0.579243540763855	-0.4409858584403991	0.0444046854972839
sub-03	1	2	27	186	12	trained	active_vis	late	60	190	10	150	same	3000	1000	500	8000	213000	221000	False	0	1	polycubes_stim186_4_2_2_4.obj	polycubes_stim186_4_2_2_4.obj	ordered	True	500	-0.8688510060310364	0.2850054502487182	0.4657923579216003
sub-03	1	2	28	201	12	trained	active_vis	late	60	140	320	100	mirror	3000	1000	500	8000	221000	229000	False	0	1	polycubes_stim201_2_2_4_4.obj	polycubes_stim201_2_2_4_4.obj	ordered	True	500	-0.382503479719162	0.1580604314804077	0.1589722335338592
sub-03	1	2	29	8	9	trained	active_vis	late	60	90	270	50	mirror	3000	1000	500	8000	229000	237000	False	0	1	polycubes_stim008_2_2_3_2.obj	polycubes_stim008_2_2_3_2.obj	ordered	True	500	0.0716556161642074	0.3407922983169555	-0.5536088347434998
sub-03	1	2	30	107	11	trained	active_vis	late	60	90	270	50	mirror	3000	1000	500	8000	237000	245000	False	0	1	polycubes_stim107_2_3_2_4.obj	polycubes_stim107_2_3_2_4.obj	ordered	True	500	0.0358203947544097	-0.2840807437896728	0.3659305572509765
sub-03	1	2	31	19	9	trained	active_vis	late	60	0	180	0	same	3000	1000	500	8000	245000	253000	False	0	1	polycubes_stim019_2_2_3_2.obj	polycubes_stim019_2_2_3_2.obj	ordered	True	500	-0.0426199808716774	0.2212005108594894	-0.2702048420906067
sub-03	1	2	32	129	12	trained	active_vis	late	60	90	270	50	mirror	3000	1000	500	8000	253000	261000	False	0	1	polycubes_stim129_2_3_3_4.obj	polycubes_stim129_2_3_3_4.obj	ordered	True	500	-0.3150979876518249	-0.0464306995272636	0.3807609379291534
sub-03	1	2	33	109	11	trained	active_vis	late	60	0	180	0	same	3000	1000	500	8000	261000	269000	False	0	1	polycubes_stim109_3_4_2_2.obj	polycubes_stim109_3_4_2_2.obj	ordered	True	500	-0.1488200426101684	0.2489512264728546	-0.2032502293586731
sub-03	1	2	34	71	9	trained	active_vis	late	60	0	180	0	same	3000	1000	500	8000	269000	277000	False	0	1	polycubes_stim071_2_2_2_3.obj	polycubes_stim071_2_2_2_3.obj	ordered	True	500	0.4834429025650024	-0.4838185906410217	0.2007800191640854
sub-03	1	2	35	70	11	trained	active_vis	late	60	90	270	50	same	3000	1000	500	8000	277000	285000	False	0	1	polycubes_stim070_2_3_4_2.obj	polycubes_stim070_2_3_4_2.obj	ordered	True	500	0.253402829170227	0.1803537905216217	-0.5084616541862488
sub-03	1	2	36	17	10	trained	active_vis	late	60	140	320	100	same	3000	1000	500	8000	285000	293000	False	0	1	polycubes_stim017_2_3_3_2.obj	polycubes_stim017_2_3_3_2.obj	ordered	True	500	0.1207334697246551	-0.0313727967441082	-0.0763656347990036
sub-03	1	2	37	144	12	trained	active_vis	late	60	190	10	150	mirror	3000	1000	500	8000	293000	301000	False	0	1	polycubes_stim144_4_3_3_2.obj	polycubes_stim144_4_3_3_2.obj	ordered	True	500	-0.0312116742134094	0.291191428899765	-0.3805952668190002
sub-03	1	2	38	71	9	trained	active_vis	late	60	90	270	50	same	3000	1000	500	8000	301000	309000	False	0	1	polycubes_stim071_2_2_2_3.obj	polycubes_stim071_2_2_2_3.obj	ordered	True	500	0.4834429025650024	-0.4838185906410217	0.2007800191640854
sub-03	1	2	39	39	11	trained	active_vis	late	60	190	10	150	mirror	3000	1000	500	8000	309000	317000	False	0	1	polycubes_stim039_3_3_3_2.obj	polycubes_stim039_3_3_3_2.obj	ordered	True	500	0.3556030392646789	-0.03061537258327	-0.3123063743114471
sub-03	1	2	40	14	10	trained	active_vis	late	60	90	270	50	mirror	3000	1000	500	8000	317000	325000	True	5000	1	polycubes_stim014_2_2_4_2.obj	polycubes_stim014_2_2_4_2.obj	ordered	True	500	0.2514331936836242	-0.040862962603569	-0.1936442255973816
sub-03	1	2	41	122	12	trained	active_vis	late	60	190	10	150	same	3000	1000	500	8000	330000	338000	False	0	1	polycubes_stim122_4_2_4_2.obj	polycubes_stim122_4_2_4_2.obj	ordered	True	500	0.3069212734699249	0.0406883247196674	-0.3644632697105407
sub-03	1	2	42	58	10	trained	active_vis	late	60	90	270	50	same	3000	1000	500	8000	338000	346000	False	0	1	polycubes_stim058_2_4_2_2.obj	polycubes_stim058_2_4_2_2.obj	ordered	True	500	-0.1029457747936248	0.1168616861104965	-0.0623216293752193
sub-03	1	2	43	144	12	trained	active_vis	late	60	0	180	0	mirror	3000	1000	500	8000	346000	354000	False	0	1	polycubes_stim144_4_3_3_2.obj	polycubes_stim144_4_3_3_2.obj	ordered	True	500	-0.0312116742134094	0.291191428899765	-0.3805952668190002
sub-03	1	2	44	172	11	trained	active_vis	late	60	190	10	150	mirror	3000	1000	500	8000	354000	362000	False	0	1	polycubes_stim172_2_2_3_4.obj	polycubes_stim172_2_2_3_4.obj	ordered	True	500	0.3018715679645538	-0.3695334792137146	0.2207277715206146
sub-03	1	2	45	135	11	trained	active_vis	late	60	190	10	150	same	3000	1000	500	8000	362000	370000	False	0	1	polycubes_stim135_2_2_4_3.obj	polycubes_stim135_2_2_4_3.obj	ordered	True	500	-0.5325503945350647	-4.642613203031942e-05	0.532616138458252
sub-03	1	2	46	132	12	trained	active_vis	late	60	0	180	0	same	3000	1000	500	8000	370000	378000	False	0	1	polycubes_stim132_3_2_3_4.obj	polycubes_stim132_3_2_3_4.obj	ordered	True	500	0.6378264427185059	-0.572300374507904	0.1715286374092102
sub-03	1	2	47	186	12	trained	active_vis	late	60	0	180	0	same	3000	1000	500	8000	378000	386000	False	0	1	polycubes_stim186_4_2_2_4.obj	polycubes_stim186_4_2_2_4.obj	ordered	True	500	-0.8688510060310364	0.2850054502487182	0.4657923579216003
sub-03	1	2	48	200	12	trained	active_vis	late	60	190	10	150	mirror	3000	1000	500	8000	386000	394000	False	0	1	polycubes_stim200_2_3_4_3.obj	polycubes_stim200_2_3_4_3.obj	ordered	True	500	0.5908525586128235	0.017803817987442	-0.6160310506820679
sub-03	1	2	49	58	10	trained	active_vis	late	60	0	180	0	mirror	3000	1000	500	8000	394000	402000	False	0	1	polycubes_stim058_2_4_2_2.obj	polycubes_stim058_2_4_2_2.obj	ordered	True	500	-0.1029457747936248	0.1168616861104965	-0.0623216293752193
sub-03	1	2	50	58	10	trained	active_vis	late	60	140	320	100	same	3000	1000	500	8000	402000	410000	False	0	1	polycubes_stim058_2_4_2_2.obj	polycubes_stim058_2_4_2_2.obj	ordered	True	500	-0.1029457747936248	0.1168616861104965	-0.0623216293752193
sub-03	1	2	51	75	11	trained	active_vis	late	60	0	180	0	mirror	3000	1000	500	8000	410000	418000	False	0	1	polycubes_stim075_2_3_3_3.obj	polycubes_stim075_2_3_3_3.obj	ordered	True	500	-0.1507512032985687	-0.3208411931991577	0.604489266872406
sub-03	1	2	52	186	12	trained	active_vis	late	60	140	320	100	same	3000	1000	500	8000	418000	426000	False	0	1	polycubes_stim186_4_2_2_4.obj	polycubes_stim186_4_2_2_4.obj	ordered	True	500	-0.8688510060310364	0.2850054502487182	0.4657923579216003
sub-03	1	2	53	168	12	trained	active_vis	late	60	190	10	150	same	3000	1000	500	8000	426000	434000	False	0	1	polycubes_stim168_2_4_4_2.obj	polycubes_stim168_2_4_4_2.obj	ordered	True	500	0.4520326852798462	-0.6916199922561646	0.5260658860206604
sub-03	1	2	54	185	12	trained	active_vis	late	60	0	180	0	mirror	3000	1000	500	8000	434000	442000	False	0	1	polycubes_stim185_2_4_3_3.obj	polycubes_stim185_2_4_3_3.obj	ordered	True	500	0.5964540243148804	-0.1956858485937118	-0.3197124004364013
sub-03	1	2	55	62	10	trained	active_vis	late	60	90	270	50	mirror	3000	1000	500	8000	442000	450000	False	0	1	polycubes_stim062_2_4_2_2.obj	polycubes_stim062_2_4_2_2.obj	ordered	True	500	0.188808798789978	-0.0553459823131561	-0.1105377525091171
sub-03	1	2	56	17	10	trained	active_vis	late	60	190	10	150	mirror	3000	1000	500	8000	450000	458000	False	0	1	polycubes_stim017_2_3_3_2.obj	polycubes_stim017_2_3_3_2.obj	ordered	True	500	0.1207334697246551	-0.0313727967441082	-0.0763656347990036
sub-03	1	2	57	200	12	trained	active_vis	late	60	90	270	50	mirror	3000	1000	500	8000	458000	466000	False	0	1	polycubes_stim200_2_3_4_3.obj	polycubes_stim200_2_3_4_3.obj	ordered	True	500	0.5908525586128235	0.017803817987442	-0.6160310506820679
sub-03	1	2	58	192	12	trained	active_vis	late	60	0	180	0	same	3000	1000	500	8000	466000	474000	False	0	1	polycubes_stim192_4_4_2_2.obj	polycubes_stim192_4_4_2_2.obj	ordered	True	500	-0.5281376838684082	0.5874032974243164	-0.3025761544704437
sub-03	1	2	59	112	11	trained	active_vis	late	60	190	10	150	same	3000	1000	500	8000	474000	482000	False	0	1	polycubes_stim112_2_2_3_4.obj	polycubes_stim112_2_2_3_4.obj	ordered	True	500	0.7476732730865479	-0.6510570645332336	0.1730605661869049
sub-03	1	2	60	39	11	trained	active_vis	late	60	0	180	0	mirror	3000	1000	500	8000	482000	490000	True	5000	1	polycubes_stim039_3_3_3_2.obj	polycubes_stim039_3_3_3_2.obj	ordered	True	500	0.3556030392646789	-0.03061537258327	-0.3123063743114471
sub-03	1	2	61	176	12	trained	active_vis	late	60	140	320	100	same	3000	1000	500	8000	495000	503000	False	0	1	polycubes_stim176_3_2_3_4.obj	polycubes_stim176_3_2_3_4.obj	ordered	True	500	-0.6371347904205322	-0.1560458242893219	0.8578169345855713
sub-03	1	2	62	109	11	trained	active_vis	late	60	0	180	0	mirror	3000	1000	500	8000	503000	511000	False	0	1	polycubes_stim109_3_4_2_2.obj	polycubes_stim109_3_4_2_2.obj	ordered	True	500	-0.1488200426101684	0.2489512264728546	-0.2032502293586731
sub-03	1	2	63	92	11	trained	active_vis	late	60	90	270	50	mirror	3000	1000	500	8000	511000	519000	False	0	1	polycubes_stim092_2_2_4_3.obj	polycubes_stim092_2_2_4_3.obj	ordered	True	500	0.4570870399475097	-0.3705730736255646	0.0669825077056884
sub-03	1	2	64	49	11	trained	active_vis	late	60	140	320	100	same	3000	1000	500	8000	519000	527000	False	0	1	polycubes_stim049_4_2_2_3.obj	polycubes_stim049_4_2_2_3.obj	ordered	True	500	0.7898233532905579	0.0321832373738288	-0.8353374004364014
